Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
;;OUI;;44;6;;;OUI;OUI;2026-09-23T10:45:21+02:00;;;;
;;OUI;;32;3;;;OUI;OUI;2026-09-23T10:51:35+02:00;;;;
;;OUI;;22;0;;;OUI;OUI;2026-09-23T10:47:01+02:00;;;;
;;OUI;;33;13;;;OUI;OUI;2026-09-23T10:49:05+02:00;;;;
;;OUI;;9;21;;;OUI;OUI;2026-09-23T10:51:37+02:00;;;;
;;OUI;;30;0;;;OUI;OUI;2026-09-23T10:47:08+02:00;;;;
;;OUI;;29;1;;;OUI;OUI;2026-09-23T10:51:57+02:00;;;;
;;OUI;;20;2;;;OUI;OUI;2026-09-23T10:49:39+02:00;;;;
;;OUI;;16;1;;;OUI;OUI;2026-09-23T10:48:52+02:00;;;;
;;OUI;;3;45;;;OUI;OUI;2026-09-23T10:51:06+02:00;;;;
;;OUI;;11;6;;;OUI;OUI;2026-09-23T10:50:47+02:00;;;;
;;OUI;;22;2;;;OUI;OUI;2026-09-23T10:49:19+02:00;;;;
;;OUI;;21;8;;;OUI;OUI;2026-09-23T10:52:35+02:00;;;;
;;OUI;;23;0;;;OUI;OUI;2026-09-23T10:50:55+02:00;;;;
;;OUI;;34;4;;;OUI;OUI;2026-09-23T10:49:53+02:00;;;;
;;OUI;;3;52;;;OUI;OUI;2026-09-23T10:52:44+02:00;;;;
;;OUI;;20;1;;;OUI;OUI;2026-09-23T10:47:59+02:00;;;;
;;OUI;;10;14;;;OUI;OUI;2026-09-23T10:49:11+02:00;;;;
;;OUI;;19;9;;;OUI;OUI;2026-09-23T10:52:40+02:00;;;;
;;OUI;;23;1;;;OUI;OUI;2026-09-23T10:49:36+02:00;;;;
;;OUI;;6;10;;;OUI;OUI;2026-09-23T10:51:50+02:00;;;;
;;OUI;;47;3;;;OUI;OUI;2026-09-23T10:48:29+02:00;;;;
;;OUI;;46;2;;;OUI;OUI;2026-09-23T10:50:51+02:00;;;;
;;OUI;;16;49;;;OUI;OUI;2026-09-23T10:52:42+02:00;;;;
;;OUI;;9;8;;;OUI;OUI;2026-09-23T10:50:40+02:00;;;;
;;OUI;;34;3;;;OUI;OUI;2026-09-23T10:49:01+02:00;;;;
;;OUI;;21;0;;;OUI;OUI;2026-09-23T10:51:28+02:00;;;;
;;OUI;;4;25;;;OUI;OUI;2026-09-23T10:51:02+02:00;;;;
;;OUI;;13;4;;;OUI;OUI;2026-09-23T10:52:22+02:00;;;;
;;OUI;;11;14;;;OUI;OUI;2026-09-23T10:51:27+02:00;;;;
;;OUI;;30;20;;;OUI;OUI;2026-09-23T10:48:39+02:00;;;;
;;OUI;;18;0;;;OUI;OUI;2026-09-23T10:49:16+02:00;;;;
;;OUI;;23;0;;;OUI;OUI;2026-09-23T10:44:12+02:00;;;;
;;OUI;;33;12;;;OUI;OUI;2026-09-23T10:51:23+02:00;;;;
;;OUI;;28;41;;;OUI;OUI;2026-09-23T10:52:46+02:00;;;;
;;OUI;;10;4;;;OUI;OUI;2026-09-23T10:52:30+02:00;;;;
;;OUI;;11;6;;;OUI;OUI;2026-09-23T10:50:23+02:00;;;;
;;OUI;;11;16;;;OUI;OUI;2026-09-23T10:51:10+02:00;;;;
;;OUI;;10;27;;;OUI;OUI;2026-09-23T10:51:27+02:00;;;;
;;OUI;;19;13;;;OUI;OUI;2026-09-23T10:49:45+02:00;;;;
;;OUI;;48;2;;;OUI;OUI;2026-09-23T10:48:21+02:00;;;;
;;OUI;;49;0;;;OUI;OUI;2026-09-23T10:50:56+02:00;;;;
;;OUI;;4;21;;;OUI;OUI;2026-09-23T10:48:21+02:00;;;;
;;OUI;;17;1;;;OUI;OUI;2026-09-23T10:48:42+02:00;;;;
;;OUI;;9;10;;;OUI;OUI;2026-09-23T10:50:21+02:00;;;;
;;OUI;;8;32;;;OUI;OUI;2026-09-23T10:51:52+02:00;;;;
;;OUI;;13;9;;;OUI;OUI;2026-09-23T10:52:09+02:00;;;;
;;OUI;;6;5;;;OUI;OUI;2026-09-23T10:50:52+02:00;;;;
;;OUI;;34;4;;;OUI;OUI;2026-09-23T10:48:28+02:00;;;;
;;OUI;;14;6;;;OUI;OUI;2026-09-23T10:52:42+02:00;;;;
;;OUI;;46;0;;;NON;NON;2026-09-23T10:44:42+02:00;;;;
;;OUI;;3;32;;;OUI;OUI;2026-09-23T10:50:16+02:00;;;;
;;OUI;;1;20;;;OUI;OUI;2026-09-23T10:52:06+02:00;;;;
;;OUI;;6;7;;;OUI;OUI;2026-09-23T10:51:48+02:00;;;;
;;OUI;;21;1;;;OUI;OUI;2026-09-23T10:49:26+02:00;;;;
;;OUI;;30;1;;;OUI;OUI;2026-09-23T10:51:54+02:00;;;;
;;OUI;;42;1;;;OUI;OUI;2026-09-23T10:52:16+02:00;;;;
;;OUI;;21;13;;;OUI;OUI;2026-09-23T10:50:32+02:00;;;;
;;OUI;;0;23;;;OUI;OUI;2026-09-23T10:51:19+02:00;;;;
;;OUI;;7;3;;;OUI;OUI;2026-09-23T10:50:10+02:00;;;;
;;OUI;;28;11;;;OUI;OUI;2026-09-23T10:52:16+02:00;;;;
;;OUI;;3;32;;;OUI;OUI;2026-09-23T10:51:03+02:00;;;;
;;OUI;;14;6;;;OUI;OUI;2026-09-23T10:50:54+02:00;;;;
;;OUI;;30;0;;;OUI;OUI;2026-09-23T10:45:34+02:00;;;;
;;OUI;;12;5;;;OUI;OUI;2026-09-23T10:46:26+02:00;;;;
;;OUI;;12;19;;;OUI;OUI;2026-09-23T10:48:42+02:00;;;;
;;OUI;;25;1;;;OUI;OUI;2026-09-23T10:50:18+02:00;;;;
;;OUI;;26;1;;;OUI;OUI;2026-09-23T10:46:22+02:00;;;;
;;OUI;;8;18;;;OUI;OUI;2026-09-23T10:51:48+02:00;;;;
;;OUI;;37;3;;;OUI;OUI;2026-09-23T10:51:54+02:00;;;;
;;OUI;;36;3;;;OUI;OUI;2026-09-23T10:52:03+02:00;;;;
;;OUI;;8;12;;;OUI;OUI;2026-09-23T10:50:19+02:00;;;;
;;OUI;;5;25;;;OUI;OUI;2026-09-23T10:51:32+02:00;;;;
;;OUI;;40;0;;;OUI;OUI;2026-09-23T10:50:07+02:00;;;;
;;OUI;;20;7;;;OUI;OUI;2026-09-23T10:49:37+02:00;;;;
;;OUI;;9;17;;;OUI;OUI;2026-09-23T10:48:31+02:00;;;;
;;OUI;;12;8;;;OUI;OUI;2026-09-23T10:47:02+02:00;;;;
;;OUI;;2;37;;;OUI;OUI;2026-09-23T10:52:31+02:00;;;;
;;OUI;;17;4;;;OUI;OUI;2026-09-23T10:52:21+02:00;;;;
;;OUI;;19;0;;;OUI;OUI;2026-09-23T10:46:32+02:00;;;;
;;OUI;;28;1;;;OUI;OUI;2026-09-23T10:44:44+02:00;;;;
;;OUI;;30;2;;;OUI;OUI;2026-09-23T10:46:46+02:00;;;;
;;OUI;;15;17;;;OUI;OUI;2026-09-23T10:51:21+02:00;;;;
;;OUI;;19;18;;;OUI;OUI;2026-09-23T10:52:33+02:00;;;;
;;OUI;;19;4;;;OUI;OUI;2026-09-23T10:51:48+02:00;;;;
;;OUI;;25;14;;;OUI;OUI;2026-09-23T10:51:12+02:00;;;;
;;OUI;;20;0;;;OUI;OUI;2026-09-23T10:51:39+02:00;;;;
;;OUI;;0;62;;;OUI;OUI;2026-09-23T10:52:23+02:00;;;;
;;OUI;;9;9;;;OUI;OUI;2026-09-23T10:51:14+02:00;;;;
;;OUI;;15;24;;;OUI;OUI;2026-09-23T10:52:18+02:00;;;;
;;OUI;;1;19;;;OUI;OUI;2026-09-23T10:51:35+02:00;;;;
;;OUI;;1;32;;;OUI;OUI;2026-09-23T10:52:33+02:00;;;;
;;OUI;;21;11;;;OUI;OUI;2026-09-23T10:51:52+02:00;;;;
;;OUI;;48;14;;;OUI;OUI;2026-09-23T10:51:58+02:00;;;;
;;OUI;;18;2;;;OUI;OUI;2026-09-23T10:50:08+02:00;;;;
;;OUI;;39;0;;;OUI;OUI;2026-09-23T10:52:09+02:00;;;;
;;OUI;;10;13;;;OUI;OUI;2026-09-23T10:48:25+02:00;;;;
;;OUI;;8;43;;;OUI;OUI;2026-09-23T10:51:34+02:00;;;;
;;OUI;;20;3;;;OUI;OUI;2026-09-23T10:49:10+02:00;;;;
;;OUI;;2;16;;;OUI;OUI;2026-09-23T10:49:56+02:00;;;;
;;OUI;;13;13;;;OUI;OUI;2026-09-23T10:49:41+02:00;;;;
;;OUI;;2;28;;;OUI;OUI;2026-09-23T10:51:56+02:00;;;;
;;OUI;;16;34;;;OUI;OUI;2026-09-23T10:50:35+02:00;;;;
;;OUI;;0;28;;;OUI;OUI;2026-09-23T10:50:16+02:00;;;;
;;OUI;;20;0;;;NON;NON;2026-09-08T11:44:22+02:00;;;;
;;OUI;;15;9;;;OUI;OUI;2026-09-23T10:51:39+02:00;;;;
;;OUI;;23;1;;;OUI;OUI;2026-09-23T10:48:19+02:00;;;;
;;OUI;;1;24;;;OUI;OUI;2026-09-23T10:52:37+02:00;;;;
;;OUI;;36;0;;;OUI;OUI;2026-09-23T10:50:32+02:00;;;;
;;OUI;;19;11;;;OUI;OUI;2026-09-23T10:47:38+02:00;;;;
;;OUI;;2;27;;;OUI;OUI;2026-09-23T10:50:57+02:00;;;;
;;OUI;;19;23;;;OUI;OUI;2026-09-23T10:50:49+02:00;;;;
;;OUI;;6;12;;;OUI;OUI;2026-09-23T10:48:47+02:00;;;;
;;OUI;;12;18;;;OUI;OUI;2026-09-23T10:52:31+02:00;;;;
;;OUI;;0;31;;;OUI;OUI;2026-09-23T10:50:02+02:00;;;;
;;OUI;;5;25;;;OUI;OUI;2026-09-23T10:51:30+02:00;;;;
;;OUI;;27;0;;;OUI;OUI;2026-09-23T10:46:59+02:00;;;;
;;OUI;;25;0;;;NON;NON;2021-02-21T20:09:18+01:00;;;;
;;OUI;;9;16;;;OUI;OUI;2026-09-23T10:48:33+02:00;;;;
;;OUI;;3;32;;;OUI;OUI;2026-09-23T10:51:56+02:00;;;;
;;OUI;;29;16;;;OUI;OUI;2026-09-23T10:52:00+02:00;;;;
;;OUI;;2;37;;;OUI;OUI;2026-09-23T10:52:02+02:00;;;;
;;OUI;;28;28;;;OUI;OUI;2026-09-23T10:52:22+02:00;;;;
;;OUI;;32;17;;;OUI;OUI;2026-09-23T10:47:41+02:00;;;;
;;OUI;;23;1;;;OUI;OUI;2026-09-23T10:47:25+02:00;;;;
;;OUI;;13;18;;;OUI;OUI;2026-09-23T10:51:31+02:00;;;;
;;OUI;;7;28;;;OUI;OUI;2026-09-23T10:51:51+02:00;;;;
;;OUI;;4;32;;;OUI;OUI;2026-09-23T10:52:26+02:00;;;;
;;OUI;;6;20;;;OUI;OUI;2026-09-23T10:49:45+02:00;;;;
;;OUI;;22;1;;;OUI;OUI;2026-09-23T10:51:34+02:00;;;;
;;OUI;;28;4;;;OUI;OUI;2026-09-23T10:45:06+02:00;;;;
;;OUI;;3;19;;;OUI;OUI;2026-09-23T10:52:25+02:00;;;;
;;OUI;;23;5;;;OUI;OUI;2026-09-23T10:51:42+02:00;;;;
;;OUI;;14;15;;;OUI;OUI;2026-09-23T10:51:33+02:00;;;;
;;OUI;;1;16;;;OUI;OUI;2026-09-23T10:51:58+02:00;;;;
;;OUI;;4;24;;;OUI;OUI;2026-09-23T10:49:18+02:00;;;;
;;OUI;;21;1;;;OUI;OUI;2026-09-23T10:50:47+02:00;;;;
;;OUI;;10;32;;;OUI;OUI;2026-09-23T10:51:01+02:00;;;;
;;OUI;;30;2;;;OUI;OUI;2026-09-23T10:45:49+02:00;;;;
;;OUI;;15;2;;;OUI;OUI;2026-09-23T10:50:36+02:00;;;;
;;OUI;;17;12;;;OUI;OUI;2026-09-23T10:51:15+02:00;;;;
;;OUI;;28;2;;;OUI;OUI;2026-09-23T10:48:09+02:00;;;;
;;OUI;;29;7;;;OUI;OUI;2026-09-23T10:45:51+02:00;;;;
;;OUI;;22;5;;;OUI;OUI;2026-09-23T10:52:12+02:00;;;;
;;OUI;;32;30;;;OUI;OUI;2026-09-23T10:52:39+02:00;;;;
;;OUI;;29;1;;;OUI;OUI;2026-09-23T10:45:05+02:00;;;;
;;OUI;;2;33;;;OUI;OUI;2026-09-23T10:51:58+02:00;;;;
;;OUI;;4;37;;;OUI;OUI;2026-09-23T10:52:36+02:00;;;;
;;OUI;;46;4;;;OUI;OUI;2026-09-23T10:48:14+02:00;;;;
;;OUI;;2;26;;;OUI;OUI;2026-09-23T10:52:00+02:00;;;;
;;OUI;;13;47;;;OUI;OUI;2026-09-23T10:52:09+02:00;;;;
;;OUI;;8;26;;;OUI;OUI;2026-09-23T10:47:43+02:00;;;;
;;OUI;;13;7;;;OUI;OUI;2026-09-23T10:44:35+02:00;;;;
;;OUI;;26;1;;;OUI;OUI;2026-09-23T10:45:03+02:00;;;;
;;OUI;;16;20;;;OUI;OUI;2026-09-23T10:49:50+02:00;;;;
;;OUI;;24;12;;;OUI;OUI;2026-09-23T10:52:01+02:00;;;;
;;OUI;;18;11;;;OUI;OUI;2026-09-23T10:44:34+02:00;;;;
;;OUI;;22;13;;;OUI;OUI;2026-09-23T10:51:20+02:00;;;;
;;OUI;;31;1;;;OUI;OUI;2026-09-23T10:48:04+02:00;;;;
;;OUI;;33;6;;;OUI;OUI;2026-09-23T10:50:02+02:00;;;;
;;OUI;;3;12;;;OUI;OUI;2026-09-23T10:48:12+02:00;;;;
;;OUI;;39;1;;;OUI;OUI;2026-09-23T10:49:26+02:00;;;;
;;OUI;;1;55;;;OUI;OUI;2026-09-23T10:52:12+02:00;;;;
;;OUI;;13;6;;;OUI;OUI;2026-09-23T10:51:14+02:00;;;;
;;OUI;;10;13;;;OUI;OUI;2026-09-23T10:50:22+02:00;;;;
;;OUI;;10;2;;;OUI;OUI;2026-09-23T10:52:14+02:00;;;;
;;OUI;;2;13;;;OUI;OUI;2026-09-23T10:51:51+02:00;;;;
;;OUI;;28;1;;;OUI;OUI;2026-09-23T10:44:40+02:00;;;;
;;OUI;;18;2;;;OUI;OUI;2026-09-23T10:45:31+02:00;;;;
;;OUI;;15;15;;;OUI;OUI;2026-09-23T10:48:01+02:00;;;;
;;OUI;;8;19;;;OUI;OUI;2026-09-23T10:51:08+02:00;;;;
;;OUI;;16;17;;;OUI;OUI;2026-09-23T10:51:03+02:00;;;;
;;OUI;;11;13;;;OUI;OUI;2026-09-23T10:51:01+02:00;;;;
;;OUI;;27;0;;;OUI;OUI;2026-09-23T10:50:54+02:00;;;;
;;OUI;;21;1;;;OUI;OUI;2026-09-23T10:48:58+02:00;;;;
;;OUI;;12;14;;;OUI;OUI;2026-09-23T10:52:19+02:00;;;;
;;OUI;;22;1;;;OUI;OUI;2026-09-23T10:47:53+02:00;;;;
;;OUI;;13;7;;;OUI;OUI;2026-09-23T10:46:13+02:00;;;;
;;OUI;;33;4;;;OUI;OUI;2026-09-23T10:52:33+02:00;;;;
;;OUI;;29;11;;;OUI;OUI;2026-09-23T10:52:06+02:00;;;;
;;OUI;;18;1;;;OUI;OUI;2026-09-23T10:47:04+02:00;;;;
;;OUI;;28;0;;;OUI;OUI;2026-09-23T10:52:22+02:00;;;;
;;OUI;;11;7;;;OUI;OUI;2026-09-23T10:50:48+02:00;;;;
;;OUI;;22;0;;;OUI;OUI;2026-09-23T10:46:24+02:00;;;;
;;OUI;;0;19;;;OUI;OUI;2026-09-23T10:52:46+02:00;;;;
;;OUI;;0;28;;;OUI;OUI;2026-09-23T10:52:28+02:00;;;;
;;OUI;;34;40;;;OUI;OUI;2026-09-23T10:52:27+02:00;;;;
;;OUI;;7;40;;;OUI;OUI;2026-09-23T10:52:01+02:00;;;;
;;OUI;;32;0;;;NON;NON;2026-09-23T10:45:18+02:00;;;;
;;OUI;;32;3;;;OUI;OUI;2026-09-23T10:51:16+02:00;;;;
;;OUI;;8;20;;;OUI;OUI;2026-09-23T10:51:30+02:00;;;;
;;OUI;;21;9;;;OUI;OUI;2026-09-23T10:52:09+02:00;;;;
;;OUI;;17;8;;;OUI;OUI;2026-09-23T10:52:25+02:00;;;;
;;OUI;;0;14;;;OUI;OUI;2026-09-23T10:52:38+02:00;;;;
;;OUI;;1;25;;;OUI;OUI;2026-09-23T10:51:55+02:00;;;;
;;OUI;;38;1;;;OUI;OUI;2026-09-23T10:47:02+02:00;;;;
;;OUI;;22;2;;;OUI;OUI;2026-09-23T10:46:22+02:00;;;;
;;OUI;;24;0;;;OUI;OUI;2026-09-23T10:50:29+02:00;;;;
;;OUI;;10;11;;;OUI;OUI;2026-09-23T10:47:55+02:00;;;;
;;OUI;;2;20;;;OUI;OUI;2026-09-23T10:52:08+02:00;;;;
;;OUI;;17;1;;;OUI;OUI;2026-09-23T10:49:51+02:00;;;;
;;OUI;;23;6;;;OUI;OUI;2026-09-23T10:48:48+02:00;;;;
;;OUI;;4;19;;;OUI;OUI;2026-09-23T10:50:35+02:00;;;;
;;OUI;;7;32;;;OUI;OUI;2026-09-23T10:52:05+02:00;;;;
;;OUI;;8;9;;;OUI;OUI;2026-09-23T10:47:22+02:00;;;;
;;OUI;;12;12;;;OUI;OUI;2026-09-23T10:50:54+02:00;;;;
;;OUI;;25;6;;;OUI;OUI;2026-09-23T10:47:37+02:00;;;;
;;OUI;;1;32;;;OUI;OUI;2026-09-23T10:49:34+02:00;;;;
;;OUI;;35;0;;;OUI;OUI;2026-09-23T10:48:08+02:00;;;;
;;OUI;;3;19;;;OUI;OUI;2026-09-23T10:52:47+02:00;;;;
;;OUI;;14;28;;;OUI;OUI;2026-09-23T10:51:52+02:00;;;;
;;OUI;;13;18;;;OUI;OUI;2026-09-23T10:52:34+02:00;;;;
;;OUI;;25;8;;;OUI;OUI;2026-09-23T10:48:32+02:00;;;;
;;OUI;;27;12;;;OUI;OUI;2026-09-23T10:49:04+02:00;;;;
;;OUI;;42;1;;;OUI;OUI;2026-09-23T10:46:58+02:00;;;;
;;OUI;;1;27;;;OUI;OUI;2026-09-23T10:52:42+02:00;;;;
;;OUI;;16;7;;;OUI;OUI;2026-09-23T10:50:00+02:00;;;;
;;OUI;;19;6;;;OUI;OUI;2026-09-23T10:49:55+02:00;;;;
;;OUI;;24;3;;;OUI;OUI;2026-09-23T10:52:05+02:00;;;;
;;OUI;;19;4;;;OUI;OUI;2026-09-23T10:51:18+02:00;;;;
;;OUI;;8;57;;;OUI;OUI;2026-09-23T10:52:03+02:00;;;;
;;OUI;;8;22;;;OUI;OUI;2026-09-23T10:51:09+02:00;;;;
;;OUI;;7;35;;;OUI;OUI;2026-09-23T10:52:43+02:00;;;;
;;OUI;;7;9;;;OUI;OUI;2026-09-23T10:52:18+02:00;;;;
;;OUI;;7;13;;;OUI;OUI;2026-09-23T10:48:35+02:00;;;;
;;OUI;;19;12;;;OUI;OUI;2026-09-23T10:51:12+02:00;;;;
;;OUI;;1;22;;;OUI;OUI;2026-09-23T10:52:25+02:00;;;;
;;OUI;;14;2;;;OUI;OUI;2026-09-23T10:52:04+02:00;;;;
;;OUI;;7;20;;;OUI;OUI;2026-09-23T10:50:10+02:00;;;;
;;OUI;;9;11;;;OUI;OUI;2026-09-23T10:51:12+02:00;;;;
;;OUI;;21;10;;;OUI;OUI;2026-09-23T10:52:08+02:00;;;;
;;OUI;;5;15;;;OUI;OUI;2026-09-23T10:51:39+02:00;;;;
;;OUI;;21;1;;;OUI;OUI;2026-09-23T10:48:54+02:00;;;;
;;OUI;;2;23;;;OUI;OUI;2026-09-23T10:51:54+02:00;;;;
;;OUI;;29;6;;;OUI;OUI;2026-09-23T10:51:20+02:00;;;;
;;OUI;;12;21;;;OUI;OUI;2026-09-23T10:51:02+02:00;;;;
;;OUI;;3;61;;;OUI;OUI;2026-09-23T10:52:15+02:00;;;;
;;OUI;;9;19;;;OUI;OUI;2026-09-23T10:48:44+02:00;;;;
;;OUI;;23;1;;;OUI;OUI;2026-09-23T10:51:47+02:00;;;;
;;OUI;;56;0;;;OUI;OUI;2026-09-23T10:50:14+02:00;;;;
;;OUI;;12;4;;;OUI;OUI;2026-09-23T10:42:52+02:00;;;;
;;OUI;;48;5;;;OUI;OUI;2026-09-23T10:51:38+02:00;;;;
;;OUI;;20;0;;;OUI;OUI;2026-09-23T10:47:08+02:00;;;;
;;OUI;;3;40;;;OUI;OUI;2026-09-23T10:52:12+02:00;;;;
;;OUI;;15;11;;;OUI;OUI;2026-09-23T10:52:46+02:00;;;;
;;OUI;;22;7;;;OUI;OUI;2026-09-23T10:45:43+02:00;;;;
;;OUI;;19;0;;;OUI;OUI;2026-09-23T10:45:51+02:00;;;;
;;OUI;;29;2;;;OUI;OUI;2026-09-23T10:52:47+02:00;;;;
;;OUI;;24;1;;;OUI;OUI;2026-09-23T10:52:26+02:00;;;;
;;OUI;;21;2;;;OUI;OUI;2026-09-23T10:52:23+02:00;;;;
;;OUI;;23;4;;;OUI;OUI;2026-09-23T10:48:27+02:00;;;;
;;OUI;;22;0;;;OUI;OUI;2026-09-23T10:50:52+02:00;;;;
;;OUI;;19;1;;;OUI;OUI;2026-09-23T10:51:00+02:00;;;;
;;OUI;;2;27;;;OUI;OUI;2026-09-23T10:52:17+02:00;;;;
;;OUI;;20;5;;;OUI;OUI;2026-09-23T10:50:39+02:00;;;;
;;OUI;;26;5;;;OUI;OUI;2026-09-23T10:46:22+02:00;;;;
;;OUI;;39;1;;;NON;NON;2026-07-30T08:06:47+02:00;;;;
;;OUI;;8;30;;;OUI;OUI;2026-09-23T10:47:22+02:00;;;;
;;OUI;;0;28;;;OUI;OUI;2026-09-23T10:49:24+02:00;;;;
;;OUI;;11;38;;;OUI;OUI;2026-09-23T10:52:03+02:00;;;;
;;OUI;;20;0;;;OUI;OUI;2026-09-23T10:51:51+02:00;;;;
;;OUI;;61;4;;;OUI;OUI;2026-09-23T10:50:46+02:00;;;;
;;OUI;;36;10;;;OUI;OUI;2026-09-23T10:52:22+02:00;;;;
;;OUI;;5;20;;;OUI;OUI;2026-09-23T10:51:39+02:00;;;;
;;OUI;;4;17;;;OUI;OUI;2026-09-23T10:50:45+02:00;;;;
;;OUI;;35;2;;;OUI;OUI;2026-09-23T10:47:12+02:00;;;;
;;OUI;;5;20;;;OUI;OUI;2026-09-23T10:51:34+02:00;;;;
;;OUI;;11;20;;;OUI;OUI;2026-09-23T10:51:09+02:00;;;;
;;OUI;;17;0;;;OUI;OUI;2026-09-23T10:46:43+02:00;;;;
;;OUI;;53;1;;;OUI;OUI;2026-09-23T10:49:29+02:00;;;;
;;OUI;;20;2;;;OUI;OUI;2026-09-23T10:51:24+02:00;;;;
;;OUI;;49;5;;;OUI;OUI;2026-09-23T10:48:37+02:00;;;;
;;OUI;;3;16;;;OUI;OUI;2026-09-23T10:51:35+02:00;;;;
;;OUI;;10;13;;;OUI;OUI;2026-09-23T10:51:30+02:00;;;;
;;OUI;;17;2;;;OUI;OUI;2026-09-23T10:50:13+02:00;;;;
;;OUI;;6;13;;;OUI;OUI;2026-09-23T10:50:34+02:00;;;;
;;OUI;;10;10;;;OUI;OUI;2026-09-23T10:52:25+02:00;;;;
;;OUI;;19;17;;;OUI;OUI;2026-09-23T10:50:22+02:00;;;;
;;OUI;;33;3;;;OUI;OUI;2026-09-23T10:49:17+02:00;;;;
;;OUI;;29;2;;;OUI;OUI;2026-09-23T10:50:30+02:00;;;;
;;OUI;;38;0;;;OUI;OUI;2026-09-23T10:49:03+02:00;;;;
;;OUI;;4;25;;;OUI;OUI;2026-09-23T10:50:41+02:00;;;;
;;OUI;;16;12;;;OUI;OUI;2026-09-23T10:51:00+02:00;;;;
;;OUI;;32;3;;;OUI;OUI;2026-09-23T10:50:44+02:00;;;;
;;OUI;;12;15;;;OUI;OUI;2026-09-23T10:52:45+02:00;;;;
;;OUI;;27;1;;;OUI;OUI;2026-09-23T10:48:42+02:00;;;;
;;OUI;;24;2;;;OUI;OUI;2026-09-23T10:50:44+02:00;;;;
;;OUI;;14;10;;;OUI;OUI;2026-09-23T10:51:43+02:00;;;;
;;OUI;;17;6;;;OUI;OUI;2026-09-23T10:51:40+02:00;;;;
;;OUI;;35;11;;;OUI;OUI;2026-09-23T10:52:37+02:00;;;;
;;OUI;;1;29;;;OUI;OUI;2026-09-23T10:51:54+02:00;;;;
;;OUI;;19;1;;;OUI;OUI;2026-09-23T10:52:42+02:00;;;;
;;OUI;;29;0;;;OUI;OUI;2026-09-23T10:46:36+02:00;;;;
;;OUI;;15;14;;;OUI;OUI;2026-09-23T10:51:46+02:00;;;;
;;OUI;;30;5;;;OUI;OUI;2026-09-23T10:51:14+02:00;;;;
;;OUI;;13;5;;;OUI;OUI;2026-09-23T10:50:08+02:00;;;;
;;OUI;;31;20;;;OUI;OUI;2026-09-23T10:52:26+02:00;;;;
;;OUI;;18;1;;;OUI;OUI;2026-09-23T10:50:39+02:00;;;;
;;OUI;;0;74;;;OUI;OUI;2026-09-23T10:52:19+02:00;;;;
;;OUI;;14;11;;;OUI;OUI;2026-09-23T10:51:44+02:00;;;;
;;OUI;;0;25;;;OUI;OUI;2026-09-23T10:52:18+02:00;;;;
;;OUI;;14;9;;;OUI;OUI;2026-09-23T10:49:50+02:00;;;;
;;OUI;;50;4;;;OUI;OUI;2026-09-23T10:51:04+02:00;;;;
;;OUI;;24;3;;;OUI;OUI;2026-09-23T10:51:25+02:00;;;;
;;OUI;;62;2;;;OUI;OUI;2026-09-23T10:52:18+02:00;;;;
;;OUI;;25;1;;;OUI;OUI;2026-09-23T10:52:41+02:00;;;;
;;OUI;;30;19;;;OUI;OUI;2026-09-23T10:50:48+02:00;;;;
;;OUI;;1;11;;;OUI;OUI;2026-09-23T10:49:04+02:00;;;;
;;OUI;;25;4;;;OUI;OUI;2026-09-23T10:52:46+02:00;;;;
;;OUI;;36;4;;;OUI;OUI;2026-09-23T10:51:25+02:00;;;;
;;OUI;;46;3;;;OUI;OUI;2026-09-23T10:48:57+02:00;;;;
;;OUI;;29;3;;;OUI;OUI;2026-09-23T10:51:52+02:00;;;;
;;OUI;;15;38;;;OUI;OUI;2026-09-23T10:52:41+02:00;;;;
;;OUI;;26;0;;;OUI;OUI;2026-09-23T10:49:04+02:00;;;;
;;OUI;;22;14;;;OUI;OUI;2026-09-23T10:50:37+02:00;;;;
;;OUI;;46;0;;;OUI;OUI;2026-09-23T10:51:31+02:00;;;;
;;OUI;;6;15;;;OUI;OUI;2026-09-23T10:52:01+02:00;;;;
;;OUI;;16;7;;;OUI;OUI;2026-09-23T10:49:26+02:00;;;;
;;OUI;;16;9;;;OUI;OUI;2026-09-23T10:51:50+02:00;;;;
;;OUI;;25;2;;;OUI;OUI;2026-09-23T10:52:02+02:00;;;;
;;OUI;;29;14;;;OUI;OUI;2026-09-23T10:50:33+02:00;;;;
;;OUI;;46;6;;;OUI;OUI;2026-09-23T10:50:11+02:00;;;;
;;OUI;;17;18;;;OUI;OUI;2026-09-23T10:47:34+02:00;;;;
;;OUI;;1;34;;;OUI;OUI;2026-09-23T10:52:30+02:00;;;;
;;OUI;;35;4;;;OUI;OUI;2026-09-23T10:52:14+02:00;;;;
;;OUI;;18;0;;;NON;NON;2026-09-23T10:45:54+02:00;;;;
;;OUI;;18;1;;;OUI;OUI;2026-09-23T10:46:49+02:00;;;;
;;OUI;;2;19;;;OUI;OUI;2026-09-23T10:52:44+02:00;;;;
;;OUI;;20;10;;;OUI;OUI;2026-09-23T10:49:51+02:00;;;;
;;OUI;;25;0;;;OUI;OUI;2026-09-23T10:50:48+02:00;;;;
