Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
;;OUI;;10;17;;;OUI;OUI;2026-09-23T10:50:44+02:00;;;;
;;OUI;;3;18;;;OUI;OUI;2026-09-23T10:51:47+02:00;;;;
;;OUI;;1;59;;;OUI;OUI;2026-09-23T10:49:46+02:00;;;;
;;OUI;;24;0;;;OUI;OUI;2026-09-23T10:46:35+02:00;;;;
;;OUI;;6;15;;;OUI;OUI;2026-09-23T10:48:14+02:00;;;;
;;OUI;;3;18;;;OUI;OUI;2026-09-23T10:50:57+02:00;;;;
;;OUI;;1;19;;;OUI;OUI;2026-09-23T10:52:37+02:00;;;;
;;OUI;;5;23;;;OUI;OUI;2026-09-23T10:51:38+02:00;;;;
;;OUI;;31;1;;;OUI;OUI;2026-09-23T10:51:56+02:00;;;;
;;OUI;;16;11;;;OUI;OUI;2026-09-23T10:52:38+02:00;;;;
;;OUI;;0;36;;;OUI;OUI;2026-09-23T10:50:21+02:00;;;;
;;OUI;;8;12;;;OUI;OUI;2026-09-23T10:51:59+02:00;;;;
;;OUI;;25;6;;;OUI;OUI;2026-09-23T10:52:00+02:00;;;;
;;OUI;;0;27;;;OUI;OUI;2026-09-23T10:49:41+02:00;;;;
;;OUI;;17;4;;;OUI;OUI;2026-09-23T10:51:26+02:00;;;;
;;OUI;;5;13;;;OUI;OUI;2026-09-23T10:48:42+02:00;;;;
;;OUI;;2;40;;;OUI;OUI;2026-09-23T10:52:43+02:00;;;;
;;OUI;;0;28;;;OUI;OUI;2026-09-23T10:51:39+02:00;;;;
;;OUI;;22;1;;;OUI;OUI;2026-09-23T10:45:53+02:00;;;;
;;OUI;;9;19;;;OUI;OUI;2026-09-23T10:52:02+02:00;;;;
;;OUI;;0;0;;;NON;NON;2026-08-20T08:07:39+02:00;;;;
;;OUI;;24;1;;;OUI;OUI;2026-09-23T10:51:31+02:00;;;;
;;OUI;;23;1;;;OUI;OUI;2026-09-23T10:51:08+02:00;;;;
;;OUI;;1;29;;;OUI;OUI;2026-09-23T10:50:36+02:00;;;;
;;OUI;;11;48;;;OUI;OUI;2026-09-23T10:52:25+02:00;;;;
;;OUI;;21;1;;;OUI;OUI;2026-09-23T10:49:42+02:00;;;;
;;OUI;;10;6;;;OUI;OUI;2026-09-23T10:51:59+02:00;;;;
;;OUI;;17;23;;;OUI;OUI;2026-09-23T10:51:45+02:00;;;;
;;OUI;;28;1;;;OUI;OUI;2026-09-23T10:49:07+02:00;;;;
;;OUI;;14;35;;;OUI;OUI;2026-09-23T10:52:43+02:00;;;;
;;OUI;;1;34;;;OUI;OUI;2026-09-23T10:51:27+02:00;;;;
;;OUI;;36;9;;;OUI;OUI;2026-09-23T10:50:16+02:00;;;;
;;OUI;;16;12;;;OUI;OUI;2026-09-23T10:52:36+02:00;;;;
;;OUI;;35;11;;;OUI;OUI;2026-09-23T10:48:14+02:00;;;;
;;OUI;;2;49;;;OUI;OUI;2026-09-23T10:51:36+02:00;;;;
;;OUI;;23;8;;;OUI;OUI;2026-09-23T10:52:45+02:00;;;;
;;OUI;;33;1;;;OUI;OUI;2026-09-23T10:52:22+02:00;;;;
;;OUI;;60;3;;;OUI;OUI;2026-09-23T10:52:25+02:00;;;;
;;OUI;;1;18;;;OUI;OUI;2026-09-23T10:52:33+02:00;;;;
;;OUI;;13;3;;;OUI;OUI;2026-09-23T10:47:27+02:00;;;;
;;OUI;;30;22;;;OUI;OUI;2026-09-23T10:49:51+02:00;;;;
;;OUI;;12;23;;;OUI;OUI;2026-09-23T10:50:55+02:00;;;;
;;OUI;;17;9;;;OUI;OUI;2026-09-23T10:52:48+02:00;;;;
;;OUI;;42;7;;;OUI;OUI;2026-09-23T10:46:40+02:00;;;;
;;OUI;;19;8;;;OUI;OUI;2026-09-23T10:51:54+02:00;;;;
;;OUI;;17;1;;;OUI;OUI;2026-09-23T10:48:46+02:00;;;;
;;OUI;;21;4;;;OUI;OUI;2026-09-23T10:48:18+02:00;;;;
;;OUI;;17;4;;;OUI;OUI;2026-09-23T10:48:27+02:00;;;;
;;OUI;;26;1;;;OUI;OUI;2026-09-23T10:51:45+02:00;;;;
;;OUI;;1;77;;;OUI;OUI;2026-09-23T10:51:37+02:00;;;;
;;OUI;;44;5;;;OUI;OUI;2026-09-23T10:44:58+02:00;;;;
;;OUI;;21;15;;;OUI;OUI;2026-09-23T10:52:38+02:00;;;;
;;OUI;;22;2;;;OUI;OUI;2026-09-23T10:49:43+02:00;;;;
;;OUI;;32;6;;;OUI;OUI;2026-09-23T10:51:03+02:00;;;;
;;OUI;;32;1;;;OUI;OUI;2026-09-23T10:46:28+02:00;;;;
;;OUI;;14;1;;;OUI;OUI;2026-09-23T10:47:25+02:00;;;;
;;OUI;;27;2;;;OUI;OUI;2026-09-23T10:49:31+02:00;;;;
;;OUI;;26;1;;;OUI;OUI;2026-09-23T10:45:37+02:00;;;;
;;OUI;;0;56;;;OUI;OUI;2026-09-23T10:52:45+02:00;;;;
;;OUI;;16;18;;;OUI;OUI;2026-09-23T10:51:24+02:00;;;;
;;OUI;;1;23;;;OUI;OUI;2026-09-23T10:52:26+02:00;;;;
;;OUI;;32;1;;;OUI;OUI;2026-09-23T10:50:36+02:00;;;;
;;OUI;;19;4;;;OUI;OUI;2026-09-23T10:49:50+02:00;;;;
;;OUI;;19;0;;;OUI;OUI;2026-09-23T10:51:56+02:00;;;;
;;OUI;;0;30;;;OUI;OUI;2026-09-23T10:51:16+02:00;;;;
;;OUI;;34;3;;;OUI;OUI;2026-09-23T10:44:52+02:00;;;;
;;OUI;;10;18;;;OUI;OUI;2026-09-23T10:49:27+02:00;;;;
;;OUI;;27;3;;;OUI;OUI;2026-09-23T10:49:49+02:00;;;;
;;OUI;;31;5;;;OUI;OUI;2026-09-23T10:46:38+02:00;;;;
;;OUI;;14;18;;;OUI;OUI;2026-09-23T10:51:56+02:00;;;;
;;OUI;;16;10;;;OUI;OUI;2026-09-23T10:48:53+02:00;;;;
;;OUI;;200;0;;;NON;NON;2026-09-23T10:52:30+02:00;;;;
;;OUI;;19;1;;;OUI;OUI;2026-09-23T10:51:28+02:00;;;;
;;OUI;;13;14;;;OUI;OUI;2026-09-23T10:52:38+02:00;;;;
;;OUI;;1;22;;;OUI;OUI;2026-09-23T10:51:58+02:00;;;;
;;OUI;;29;2;;;OUI;OUI;2026-09-23T10:49:45+02:00;;;;
;;OUI;;3;19;;;OUI;OUI;2026-09-23T10:52:09+02:00;;;;
;;OUI;;15;37;;;OUI;OUI;2026-09-23T10:50:51+02:00;;;;
;;OUI;;14;2;;;OUI;OUI;2026-09-23T10:50:42+02:00;;;;
;;OUI;;25;3;;;OUI;OUI;2026-09-23T10:45:12+02:00;;;;
;;OUI;;16;15;;;OUI;OUI;2026-09-23T10:51:44+02:00;;;;
;;OUI;;32;0;;;NON;NON;2026-09-23T10:52:07+02:00;;;;
;;OUI;;20;0;;;OUI;OUI;2026-09-23T10:45:28+02:00;;;;
;;OUI;;22;7;;;OUI;OUI;2026-09-23T10:51:57+02:00;;;;
;;OUI;;21;1;;;OUI;OUI;2026-09-23T10:50:07+02:00;;;;
;;OUI;;20;3;;;OUI;OUI;2026-09-23T10:50:44+02:00;;;;
;;OUI;;1;10;;;OUI;OUI;2026-09-23T10:52:46+02:00;;;;
;;OUI;;30;6;;;OUI;OUI;2026-09-23T10:52:06+02:00;;;;
;;OUI;;21;2;;;OUI;OUI;2026-09-23T10:51:19+02:00;;;;
;;OUI;;43;2;;;OUI;OUI;2026-09-23T10:52:19+02:00;;;;
;;OUI;;49;0;;;OUI;OUI;2026-09-23T10:46:49+02:00;;;;
;;OUI;;2;23;;;OUI;OUI;2026-09-23T10:47:29+02:00;;;;
;;OUI;;41;23;;;OUI;OUI;2026-09-23T10:48:27+02:00;;;;
;;OUI;;11;12;;;OUI;OUI;2026-09-23T10:52:40+02:00;;;;
;;OUI;;31;1;;;OUI;OUI;2026-09-23T10:45:32+02:00;;;;
;;OUI;;20;1;;;OUI;OUI;2026-09-23T10:51:31+02:00;;;;
;;OUI;;40;5;;;OUI;OUI;2026-09-23T10:52:36+02:00;;;;
;;OUI;;28;0;;;OUI;OUI;2026-09-23T10:49:39+02:00;;;;
;;OUI;;23;1;;;OUI;OUI;2026-09-23T10:46:29+02:00;;;;
;;OUI;;1;56;;;OUI;OUI;2026-09-23T10:52:37+02:00;;;;
;;OUI;;45;5;;;OUI;OUI;2026-09-23T10:51:19+02:00;;;;
;;OUI;;25;4;;;OUI;OUI;2026-09-23T10:49:34+02:00;;;;
;;OUI;;20;0;;;OUI;OUI;2026-09-23T10:50:14+02:00;;;;
;;OUI;;7;19;;;OUI;OUI;2026-09-23T10:52:02+02:00;;;;
;;OUI;;32;15;;;OUI;OUI;2026-09-23T10:50:28+02:00;;;;
;;OUI;;39;13;;;OUI;OUI;2026-09-23T10:51:45+02:00;;;;
;;OUI;;26;2;;;OUI;OUI;2026-09-23T10:49:23+02:00;;;;
;;OUI;;4;15;;;OUI;OUI;2026-09-23T10:48:30+02:00;;;;
;;OUI;;2;26;;;OUI;OUI;2026-09-23T10:52:20+02:00;;;;
;;OUI;;20;13;;;OUI;OUI;2026-09-23T10:49:38+02:00;;;;
;;OUI;;21;0;;;OUI;OUI;2026-09-23T10:52:16+02:00;;;;
;;OUI;;16;3;;;OUI;OUI;2026-09-23T10:50:45+02:00;;;;
;;OUI;;7;39;;;OUI;OUI;2026-09-23T10:50:22+02:00;;;;
;;OUI;;30;2;;;OUI;OUI;2026-09-23T10:52:40+02:00;;;;
;;OUI;;9;38;;;OUI;OUI;2026-09-23T10:51:50+02:00;;;;
;;OUI;;24;2;;;OUI;OUI;2026-09-23T10:52:08+02:00;;;;
;;OUI;;19;0;;;OUI;OUI;2026-09-23T10:45:28+02:00;;;;
;;OUI;;31;2;;;OUI;OUI;2026-09-23T10:50:43+02:00;;;;
;;OUI;;2;23;;;OUI;OUI;2026-09-23T10:52:30+02:00;;;;
;;OUI;;35;1;;;OUI;OUI;2026-09-23T10:47:48+02:00;;;;
;;OUI;;20;9;;;OUI;OUI;2026-09-23T10:49:02+02:00;;;;
;;OUI;;21;8;;;OUI;OUI;2026-09-23T10:49:55+02:00;;;;
;;OUI;;20;4;;;OUI;OUI;2026-09-23T10:50:56+02:00;;;;
;;OUI;;25;3;;;OUI;OUI;2026-09-23T10:52:16+02:00;;;;
;;OUI;;1;35;;;OUI;OUI;2026-09-23T10:50:23+02:00;;;;
;;OUI;;15;12;;;OUI;OUI;2026-09-23T10:48:12+02:00;;;;
;;OUI;;12;7;;;OUI;OUI;2026-09-23T10:52:09+02:00;;;;
;;OUI;;1;38;;;OUI;OUI;2026-09-23T10:52:49+02:00;;;;
;;OUI;;37;9;;;OUI;OUI;2026-09-23T10:48:17+02:00;;;;
;;OUI;;16;6;;;OUI;OUI;2026-09-23T10:51:56+02:00;;;;
;;OUI;;39;2;;;OUI;OUI;2026-09-23T10:52:39+02:00;;;;
;;OUI;;1;18;;;OUI;OUI;2026-09-23T10:51:08+02:00;;;;
;;OUI;;12;3;;;OUI;OUI;2026-09-23T10:48:28+02:00;;;;
;;OUI;;3;36;;;OUI;OUI;2026-09-23T10:51:58+02:00;;;;
;;OUI;;22;10;;;OUI;OUI;2026-09-23T10:52:22+02:00;;;;
;;OUI;;22;30;;;OUI;OUI;2026-09-23T10:51:27+02:00;;;;
;;OUI;;37;22;;;OUI;OUI;2026-09-23T10:47:40+02:00;;;;
;;OUI;;20;0;;;OUI;OUI;2026-09-23T10:50:19+02:00;;;;
;;OUI;;21;44;;;OUI;OUI;2026-09-23T10:52:26+02:00;;;;
;;OUI;;20;24;;;OUI;OUI;2026-09-23T10:46:20+02:00;;;;
;;OUI;;31;5;;;OUI;OUI;2026-09-23T10:48:00+02:00;;;;
;;OUI;;18;0;;;OUI;OUI;2026-09-23T10:44:58+02:00;;;;
;;OUI;;40;10;;;OUI;OUI;2026-09-23T10:51:28+02:00;;;;
;;OUI;;22;9;;;OUI;OUI;2026-09-23T10:52:25+02:00;;;;
;;OUI;;9;25;;;OUI;OUI;2026-09-23T10:52:43+02:00;;;;
;;OUI;;29;4;;;OUI;OUI;2026-09-23T10:51:38+02:00;;;;
;;OUI;;52;4;;;OUI;OUI;2026-09-23T10:52:12+02:00;;;;
;;OUI;;22;54;;;OUI;OUI;2026-09-23T10:50:27+02:00;;;;
;;OUI;;21;4;;;OUI;OUI;2026-09-23T10:51:34+02:00;;;;
;;OUI;;1;39;;;OUI;OUI;2026-09-23T10:52:29+02:00;;;;
;;OUI;;23;10;;;OUI;OUI;2026-09-23T10:49:48+02:00;;;;
;;OUI;;1;24;;;OUI;OUI;2026-09-23T10:50:17+02:00;;;;
;;OUI;;24;1;;;OUI;OUI;2026-09-23T10:51:39+02:00;;;;
;;OUI;;21;2;;;OUI;OUI;2026-09-23T10:50:28+02:00;;;;
;;OUI;;53;1;;;OUI;OUI;2026-09-23T10:46:24+02:00;;;;
;;OUI;;29;6;;;OUI;OUI;2026-09-23T10:48:51+02:00;;;;
;;OUI;;40;2;;;OUI;OUI;2026-09-23T10:46:23+02:00;;;;
;;OUI;;21;2;;;OUI;OUI;2026-09-23T10:48:40+02:00;;;;
;;OUI;;20;1;;;OUI;OUI;2026-09-23T10:50:54+02:00;;;;
;;OUI;;25;0;;;OUI;OUI;2026-09-23T10:44:26+02:00;;;;
;;OUI;;49;0;;;OUI;OUI;2026-09-23T10:49:49+02:00;;;;
;;OUI;;32;0;;;OUI;OUI;2026-09-23T10:51:57+02:00;;;;
;;OUI;;21;0;;;OUI;OUI;2026-09-23T10:46:03+02:00;;;;
;;OUI;;4;26;;;OUI;OUI;2026-09-23T10:51:51+02:00;;;;
;;OUI;;14;36;;;OUI;OUI;2026-09-23T10:52:28+02:00;;;;
;;OUI;;4;13;;;OUI;OUI;2026-09-23T10:51:10+02:00;;;;
;;OUI;;1;15;;;OUI;OUI;2026-09-23T10:47:05+02:00;;;;
;;OUI;;0;39;;;OUI;OUI;2026-09-23T10:51:51+02:00;;;;
;;OUI;;3;20;;;OUI;OUI;2026-09-23T10:52:19+02:00;;;;
;;OUI;;23;0;;;OUI;OUI;2026-09-23T10:51:29+02:00;;;;
;;OUI;;26;1;;;OUI;OUI;2026-09-23T10:43:52+02:00;;;;
;;OUI;;11;37;;;OUI;OUI;2026-09-23T10:51:17+02:00;;;;
;;OUI;;18;3;;;OUI;OUI;2026-09-23T10:47:47+02:00;;;;
;;OUI;;29;1;;;OUI;OUI;2026-09-23T10:49:33+02:00;;;;
;;OUI;;0;30;;;OUI;OUI;2026-09-23T10:51:36+02:00;;;;
;;OUI;;0;34;;;OUI;OUI;2026-09-23T10:51:34+02:00;;;;
;;OUI;;14;1;;;OUI;OUI;2026-09-23T10:50:11+02:00;;;;
;;OUI;;30;2;;;OUI;OUI;2026-09-23T10:52:23+02:00;;;;
;;OUI;;9;3;;;OUI;OUI;2026-09-23T10:51:56+02:00;;;;
;;OUI;;19;6;;;OUI;OUI;2026-09-23T10:50:12+02:00;;;;
;;OUI;;30;5;;;OUI;OUI;2026-09-23T10:44:29+02:00;;;;
;;OUI;;26;0;;;OUI;OUI;2026-09-23T10:49:38+02:00;;;;
;;OUI;;11;40;;;OUI;OUI;2026-09-23T10:51:43+02:00;;;;
;;OUI;;31;4;;;OUI;OUI;2026-09-23T10:50:21+02:00;;;;
;;OUI;;26;22;;;OUI;OUI;2026-09-23T10:52:31+02:00;;;;
;;OUI;;15;38;;;OUI;OUI;2026-09-23T10:50:35+02:00;;;;
;;OUI;;27;2;;;OUI;OUI;2026-09-23T10:51:38+02:00;;;;
;;OUI;;5;22;;;OUI;OUI;2026-09-23T10:50:38+02:00;;;;
;;OUI;;23;10;;;OUI;OUI;2026-09-23T10:50:06+02:00;;;;
;;OUI;;0;57;;;OUI;OUI;2026-09-23T10:52:42+02:00;;;;
;;OUI;;7;29;;;OUI;OUI;2026-09-23T10:50:59+02:00;;;;
;;OUI;;55;8;;;OUI;OUI;2026-09-23T10:52:08+02:00;;;;
;;OUI;;0;18;;;OUI;OUI;2026-09-23T10:52:38+02:00;;;;
;;OUI;;22;2;;;OUI;OUI;2026-09-23T10:50:34+02:00;;;;
;;OUI;;11;11;;;OUI;OUI;2026-09-23T10:49:58+02:00;;;;
;;OUI;;17;1;;;OUI;OUI;2026-09-23T10:51:49+02:00;;;;
;;OUI;;37;1;;;OUI;OUI;2026-09-23T10:48:34+02:00;;;;
;;OUI;;13;21;;;OUI;OUI;2026-09-23T10:49:46+02:00;;;;
;;OUI;;50;4;;;OUI;OUI;2026-09-23T10:52:45+02:00;;;;
;;OUI;;24;1;;;OUI;OUI;2026-09-23T10:49:05+02:00;;;;
;;OUI;;54;0;;;NON;NON;2026-05-23T02:36:37+02:00;;;;
;;OUI;;15;21;;;OUI;OUI;2026-09-23T10:51:17+02:00;;;;
;;OUI;;13;17;;;OUI;OUI;2026-09-23T10:50:16+02:00;;;;
;;OUI;;0;34;;;OUI;OUI;2026-09-23T10:49:40+02:00;;;;
;;OUI;;22;1;;;OUI;OUI;2026-09-23T10:48:13+02:00;;;;
;;OUI;;19;3;;;OUI;OUI;2026-09-23T10:51:36+02:00;;;;
;;OUI;;21;2;;;OUI;OUI;2026-09-23T10:52:30+02:00;;;;
;;OUI;;18;2;;;OUI;OUI;2026-09-23T10:48:27+02:00;;;;
;;OUI;;13;1;;;OUI;OUI;2026-09-23T10:52:45+02:00;;;;
;;OUI;;0;33;;;OUI;OUI;2026-09-23T10:51:16+02:00;;;;
;;OUI;;40;0;;;OUI;OUI;2026-09-23T10:46:08+02:00;;;;
;;OUI;;13;2;;;OUI;OUI;2026-09-23T10:45:32+02:00;;;;
;;OUI;;43;3;;;OUI;OUI;2026-09-23T10:51:17+02:00;;;;
;;OUI;;34;1;;;OUI;OUI;2026-09-23T10:51:26+02:00;;;;
;;OUI;;16;7;;;OUI;OUI;2026-09-23T10:52:34+02:00;;;;
;;OUI;;23;1;;;OUI;OUI;2026-09-23T10:46:02+02:00;;;;
;;OUI;;5;19;;;OUI;OUI;2026-09-23T10:51:30+02:00;;;;
;;OUI;;29;0;;;OUI;OUI;2026-09-23T10:52:21+02:00;;;;
;;OUI;;44;1;;;OUI;OUI;2026-09-23T10:46:16+02:00;;;;
;;OUI;;13;32;;;OUI;OUI;2026-09-23T10:52:18+02:00;;;;
;;OUI;;26;0;;;OUI;OUI;2026-09-23T10:49:07+02:00;;;;
;;OUI;;19;5;;;OUI;OUI;2026-09-23T10:51:26+02:00;;;;
;;OUI;;33;2;;;OUI;OUI;2026-09-23T10:45:56+02:00;;;;
;;OUI;;23;24;;;OUI;OUI;2026-09-23T10:52:28+02:00;;;;
;;OUI;;6;29;;;OUI;OUI;2026-09-23T10:52:30+02:00;;;;
;;OUI;;12;7;;;OUI;OUI;2026-09-23T10:52:16+02:00;;;;
;;OUI;;6;14;;;OUI;OUI;2026-09-23T10:50:32+02:00;;;;
;;OUI;;33;0;;;OUI;OUI;2026-09-23T10:49:04+02:00;;;;
;;OUI;;40;3;;;OUI;OUI;2026-09-23T10:50:31+02:00;;;;
;;OUI;;22;27;;;OUI;OUI;2026-09-23T10:52:48+02:00;;;;
;;OUI;;0;24;;;OUI;OUI;2026-09-23T10:49:42+02:00;;;;
;;OUI;;20;6;;;OUI;OUI;2026-09-23T10:52:27+02:00;;;;
;;OUI;;32;1;;;OUI;OUI;2026-09-23T10:51:21+02:00;;;;
;;OUI;;7;28;;;OUI;OUI;2026-09-23T10:52:30+02:00;;;;
;;OUI;;14;1;;;OUI;OUI;2026-09-23T10:51:23+02:00;;;;
;;OUI;;18;24;;;OUI;OUI;2026-09-23T10:52:24+02:00;;;;
;;OUI;;9;38;;;OUI;OUI;2026-09-23T10:47:43+02:00;;;;
;;OUI;;26;0;;;OUI;OUI;2026-09-23T10:46:10+02:00;;;;
;;OUI;;31;0;;;OUI;OUI;2026-09-23T10:48:00+02:00;;;;
;;OUI;;31;1;;;OUI;OUI;2026-09-23T10:45:21+02:00;;;;
;;OUI;;18;2;;;OUI;OUI;2026-09-23T10:47:53+02:00;;;;
;;OUI;;24;0;;;OUI;OUI;2026-09-23T10:45:48+02:00;;;;
;;OUI;;65;1;;;OUI;OUI;2026-09-23T10:52:40+02:00;;;;
;;OUI;;1;19;;;OUI;OUI;2026-09-23T10:51:52+02:00;;;;
;;OUI;;1;22;;;OUI;OUI;2026-09-23T10:48:46+02:00;;;;
;;OUI;;16;23;;;OUI;OUI;2026-09-23T10:50:21+02:00;;;;
;;OUI;;32;1;;;OUI;OUI;2026-09-23T10:50:48+02:00;;;;
;;OUI;;2;31;;;OUI;OUI;2026-09-23T10:52:09+02:00;;;;
;;OUI;;1;21;;;OUI;OUI;2026-09-23T10:52:45+02:00;;;;
;;OUI;;44;0;;;OUI;OUI;2026-09-23T10:47:20+02:00;;;;
;;OUI;;39;3;;;OUI;OUI;2026-09-23T10:51:53+02:00;;;;
;;OUI;;37;6;;;OUI;OUI;2026-09-23T10:52:24+02:00;;;;
;;OUI;;12;6;;;OUI;OUI;2026-09-23T10:52:18+02:00;;;;
;;OUI;;23;3;;;OUI;OUI;2026-09-23T10:46:53+02:00;;;;
;;OUI;;14;48;;;OUI;OUI;2026-09-23T10:52:15+02:00;;;;
;;OUI;;54;20;;;OUI;OUI;2026-09-23T10:52:31+02:00;;;;
;;OUI;;21;27;;;OUI;OUI;2026-09-23T10:52:42+02:00;;;;
;;OUI;;29;1;;;OUI;OUI;2026-09-23T10:49:15+02:00;;;;
;;OUI;;34;0;;;OUI;OUI;2026-09-23T10:51:32+02:00;;;;
;;OUI;;34;2;;;OUI;OUI;2026-09-23T10:46:49+02:00;;;;
;;OUI;;5;27;;;OUI;OUI;2026-09-23T10:52:30+02:00;;;;
;;OUI;;29;2;;;OUI;OUI;2026-09-23T10:52:15+02:00;;;;
;;OUI;;1;48;;;OUI;OUI;2026-09-23T10:52:22+02:00;;;;
;;OUI;;15;3;;;OUI;OUI;2026-09-23T10:48:37+02:00;;;;
;;OUI;;45;15;;;OUI;OUI;2026-09-23T10:51:37+02:00;;;;
;;OUI;;0;65;;;OUI;OUI;2026-09-23T10:51:20+02:00;;;;
;;OUI;;18;5;;;OUI;OUI;2026-09-23T10:52:31+02:00;;;;
;;OUI;;4;50;;;OUI;OUI;2026-09-23T10:51:33+02:00;;;;
;;OUI;;4;20;;;OUI;OUI;2026-09-23T10:51:53+02:00;;;;
;;OUI;;10;15;;;OUI;OUI;2026-09-23T10:52:29+02:00;;;;
;;OUI;;52;0;;;OUI;OUI;2026-09-23T10:44:31+02:00;;;;
;;OUI;;2;50;;;OUI;OUI;2026-09-23T10:52:37+02:00;;;;
;;OUI;;15;28;;;OUI;OUI;2026-09-23T10:52:33+02:00;;;;
;;OUI;;31;15;;;OUI;OUI;2026-09-23T10:49:44+02:00;;;;
;;OUI;;23;0;;;OUI;OUI;2026-09-23T10:50:30+02:00;;;;
;;OUI;;17;5;;;OUI;OUI;2026-09-23T10:48:17+02:00;;;;
;;OUI;;4;18;;;OUI;OUI;2026-09-23T10:52:06+02:00;;;;
;;OUI;;27;0;;;OUI;OUI;2026-09-23T10:44:20+02:00;;;;
;;OUI;;7;15;;;OUI;OUI;2026-09-23T10:50:13+02:00;;;;
;;OUI;;25;8;;;OUI;OUI;2026-09-23T10:47:30+02:00;;;;
;;OUI;;1;22;;;OUI;OUI;2026-09-23T10:51:02+02:00;;;;
;;OUI;;4;52;;;OUI;OUI;2026-09-23T10:50:54+02:00;;;;
;;OUI;;32;12;;;OUI;OUI;2026-09-23T10:46:22+02:00;;;;
;;OUI;;10;18;;;OUI;OUI;2026-09-23T10:52:49+02:00;;;;
;;OUI;;4;28;;;OUI;OUI;2026-09-23T10:47:23+02:00;;;;
;;OUI;;11;19;;;OUI;OUI;2026-09-23T10:52:47+02:00;;;;
;;OUI;;16;15;;;OUI;OUI;2026-09-23T10:52:46+02:00;;;;
;;OUI;;7;31;;;OUI;OUI;2026-09-23T10:51:54+02:00;;;;
;;OUI;;2;23;;;OUI;OUI;2026-09-23T10:49:11+02:00;;;;
;;OUI;;0;22;;;OUI;OUI;2026-09-23T10:51:18+02:00;;;;
;;OUI;;20;0;;;OUI;OUI;2026-09-23T10:48:02+02:00;;;;
;;OUI;;29;1;;;OUI;OUI;2026-09-23T10:47:14+02:00;;;;
;;OUI;;9;10;;;OUI;OUI;2026-09-23T10:51:48+02:00;;;;
;;OUI;;1;68;;;OUI;OUI;2026-09-23T10:51:45+02:00;;;;
;;OUI;;8;37;;;OUI;OUI;2026-09-23T10:51:56+02:00;;;;
;;OUI;;41;0;;;OUI;OUI;2026-09-23T10:45:19+02:00;;;;
;;OUI;;20;12;;;OUI;OUI;2026-09-23T10:52:03+02:00;;;;
;;OUI;;11;56;;;OUI;OUI;2026-09-23T10:52:45+02:00;;;;
;;OUI;;51;1;;;OUI;OUI;2026-09-23T10:44:22+02:00;;;;
;;OUI;;53;1;;;OUI;OUI;2026-09-23T10:44:32+02:00;;;;
;;OUI;;1;60;;;OUI;OUI;2026-09-23T10:52:19+02:00;;;;
;;OUI;;20;4;;;OUI;OUI;2026-09-23T10:49:28+02:00;;;;
;;OUI;;29;0;;;OUI;OUI;2026-09-23T10:44:51+02:00;;;;
