Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
23008;;OUI;;8;17;8;9;OUI;OUI;2026-09-26T01:58:29+02:00;;;;
14116;;OUI;;19;5;4;1;OUI;OUI;2026-09-26T01:57:37+02:00;;;;
5019;;OUI;;17;8;8;0;OUI;OUI;2026-09-26T01:58:35+02:00;;;;
14007;;OUI;;20;14;13;1;OUI;OUI;2026-09-26T01:58:48+02:00;;;;
10164;;OUI;;23;7;3;4;OUI;OUI;2026-09-26T01:57:36+02:00;;;;
9113;;OUI;;18;11;10;1;OUI;OUI;2026-09-26T01:57:53+02:00;;;;
12154;;OUI;;22;16;7;9;OUI;OUI;2026-09-26T01:57:59+02:00;;;;
19030;;OUI;;23;4;1;3;OUI;OUI;2026-09-26T01:58:01+02:00;;;;
13022;;OUI;;23;8;6;2;OUI;OUI;2026-09-26T01:59:11+02:00;;;;
13019;;OUI;;16;18;15;3;OUI;OUI;2026-09-26T01:55:05+02:00;;;;
11044;;OUI;;7;11;11;0;OUI;OUI;2026-09-26T01:58:26+02:00;;;;
16041;;OUI;;5;39;38;1;OUI;OUI;2026-09-26T01:58:00+02:00;;;;
9015;;OUI;;15;13;12;1;OUI;OUI;2026-09-26T01:59:12+02:00;;;;
14016;;OUI;;50;3;2;1;OUI;OUI;2026-09-26T01:57:05+02:00;;;;
12033;;OUI;;32;32;32;0;OUI;OUI;2026-09-26T01:57:08+02:00;;;;
22012;;OUI;;0;24;7;17;OUI;OUI;2026-09-26T01:59:17+02:00;;;;
12120;;OUI;;43;5;0;5;OUI;OUI;2026-09-26T01:51:22+02:00;;;;
23105;;OUI;;14;19;16;3;OUI;OUI;2026-09-26T01:57:26+02:00;;;;
20117;;OUI;;25;5;0;5;OUI;OUI;2026-09-26T01:58:29+02:00;;;;
21009;;OUI;;17;28;24;4;OUI;OUI;2026-09-26T01:59:25+02:00;;;;
31017;;OUI;;5;13;1;12;OUI;OUI;2026-09-26T01:59:24+02:00;;;;
13047;;OUI;;0;48;46;2;OUI;OUI;2026-09-26T01:58:49+02:00;;;;
44103;;OUI;;0;17;12;5;OUI;OUI;2026-09-26T01:53:46+02:00;;;;
4107;;OUI;;3;13;12;1;OUI;OUI;2026-09-26T01:58:21+02:00;;;;
22403;;OUI;;8;16;2;14;OUI;OUI;2026-09-26T01:58:23+02:00;;;;
20047;;OUI;;33;12;9;3;OUI;OUI;2026-09-26T01:59:25+02:00;;;;
20204;;OUI;;21;15;3;12;OUI;OUI;2026-09-26T01:58:50+02:00;;;;
14127;;OUI;;31;6;5;1;OUI;OUI;2026-09-26T01:57:48+02:00;;;;
2201;;OUI;;28;1;1;0;OUI;OUI;2026-09-26T01:54:45+02:00;;;;
92005;;OUI;;27;15;11;4;OUI;OUI;2026-09-26T01:58:35+02:00;;;;
19113;;OUI;;25;3;1;2;OUI;OUI;2026-09-26T01:58:00+02:00;;;;
14128;;OUI;;19;10;5;5;OUI;OUI;2026-09-26T01:57:55+02:00;;;;
10039;;OUI;;21;4;0;4;OUI;OUI;2026-09-26T01:56:50+02:00;;;;
31101;;OUI;;8;8;0;8;OUI;OUI;2026-09-26T01:58:53+02:00;;;;
35004;;OUI;;53;6;2;4;OUI;OUI;2026-09-26T01:59:31+02:00;;;;
8011;;OUI;;14;1;1;0;OUI;OUI;2026-09-26T01:51:11+02:00;;;;
13020;;OUI;;21;20;13;7;OUI;OUI;2026-09-26T01:59:33+02:00;;;;
19124;;OUI;;23;8;0;8;OUI;OUI;2026-09-26T01:53:53+02:00;;;;
7010;;OUI;;65;0;0;0;NON;NON;2026-09-26T01:55:41+02:00;;;;
20203;;OUI;;14;6;1;5;OUI;OUI;2026-09-26T01:56:42+02:00;;;;
7024;;OUI;;12;18;15;3;OUI;OUI;2026-09-26T01:59:35+02:00;;;;
11031;;OUI;;11;28;27;1;OUI;OUI;2026-09-26T01:59:31+02:00;;;;
13515;;OUI;;52;5;2;3;OUI;OUI;2026-09-26T01:51:56+02:00;;;;
9016;;OUI;;20;9;9;0;OUI;OUI;2026-09-26T01:55:11+02:00;;;;
31026;;OUI;;8;10;0;10;OUI;OUI;2026-09-26T01:51:52+02:00;;;;
15131;;OUI;;10;38;34;4;OUI;OUI;2026-09-26T01:59:08+02:00;;;;
21316;;OUI;;16;8;0;8;OUI;OUI;2026-09-26T01:56:39+02:00;;;;
9036;;OUI;;16;4;1;3;OUI;OUI;2026-09-26T01:59:29+02:00;;;;
15125;;OUI;;28;23;23;0;OUI;OUI;2026-09-26T01:57:25+02:00;;;;
13117;;OUI;;35;1;0;1;OUI;OUI;2026-09-26T01:50:49+02:00;;;;
13027;;OUI;;5;10;3;7;OUI;OUI;2026-09-26T01:58:58+02:00;;;;
17029;;OUI;;27;10;9;1;OUI;OUI;2026-09-26T01:58:49+02:00;;;;
10004;;OUI;;33;13;11;2;OUI;OUI;2026-09-26T01:59:29+02:00;;;;
21118;;OUI;;1;14;9;5;OUI;OUI;2026-09-26T01:58:13+02:00;;;;
21203;;OUI;;13;15;8;7;OUI;OUI;2026-09-26T01:59:25+02:00;;;;
10017;;OUI;;7;6;4;2;OUI;OUI;2026-09-26T01:59:21+02:00;;;;
16009;;OUI;;15;1;0;1;OUI;OUI;2026-09-26T01:58:55+02:00;;;;
21029;;OUI;;5;23;18;5;OUI;OUI;2026-09-26T01:59:16+02:00;;;;
11103;;OUI;;7;31;30;1;OUI;OUI;2026-09-26T01:56:25+02:00;;;;
16007;;OUI;;37;3;2;1;OUI;OUI;2026-09-26T01:58:44+02:00;;;;
22013;;OUI;;7;23;17;6;OUI;OUI;2026-09-26T01:58:53+02:00;;;;
21115;;OUI;;17;15;14;1;OUI;OUI;2026-09-26T01:57:54+02:00;;;;
20002;;OUI;;38;7;0;7;OUI;OUI;2026-09-26T01:54:02+02:00;;;;
20039;;OUI;;43;7;5;2;OUI;OUI;2026-09-26T01:59:31+02:00;;;;
21708;;OUI;;14;16;2;14;OUI;OUI;2026-09-26T01:57:34+02:00;;;;
41210;;OUI;;7;10;2;8;OUI;OUI;2026-09-26T01:58:12+02:00;;;;
21702;;OUI;;31;20;6;14;OUI;OUI;2026-09-26T01:57:14+02:00;;;;
11109;;OUI;;15;8;5;3;OUI;OUI;2026-09-26T01:57:09+02:00;;;;
31021;;OUI;;21;8;1;7;OUI;OUI;2026-09-26T01:53:34+02:00;;;;
16115;;OUI;;32;10;4;6;OUI;OUI;2026-09-26T01:57:54+02:00;;;;
16024;;OUI;;13;8;7;1;OUI;OUI;2026-09-26T01:59:30+02:00;;;;
21955;;OUI;;13;13;8;5;OUI;OUI;2026-09-26T01:56:00+02:00;;;;
7203;;OUI;;20;5;4;1;OUI;OUI;2026-09-26T01:55:35+02:00;;;;
20108;;OUI;;0;20;12;8;OUI;OUI;2026-09-26T01:58:16+02:00;;;;
15072;;OUI;;28;5;5;0;OUI;OUI;2026-09-26T01:58:30+02:00;;;;
5014;;OUI;;26;1;0;1;OUI;OUI;2026-09-26T01:57:20+02:00;;;;
20007;;OUI;;41;7;3;4;OUI;OUI;2026-09-26T01:59:27+02:00;;;;
13033;;OUI;;13;0;0;0;OUI;OUI;2026-09-26T01:52:36+02:00;;;;
42701;;OUI;;11;19;5;14;OUI;OUI;2026-09-26T01:59:28+02:00;;;;
20122;;OUI;;18;5;0;5;OUI;OUI;2026-09-26T01:53:57+02:00;;;;
13126;;OUI;;15;2;1;1;OUI;OUI;2026-09-26T01:59:26+02:00;;;;
14101;;OUI;;28;4;2;2;OUI;OUI;2026-09-26T01:58:34+02:00;;;;
15023;;OUI;;26;8;7;1;OUI;OUI;2026-09-26T01:59:11+02:00;;;;
13011;;OUI;;7;4;0;4;OUI;OUI;2026-09-26T01:58:22+02:00;;;;
8013;;OUI;;0;0;0;0;NON;NON;2026-09-19T20:38:08+02:00;;;;
14131;;OUI;;29;1;1;0;OUI;OUI;2026-09-26T01:53:32+02:00;;;;
44007;;OUI;;2;20;9;11;OUI;OUI;2026-09-26T01:57:10+02:00;;;;
4002;;OUI;;23;0;0;0;OUI;OUI;2026-09-26T01:57:54+02:00;;;;
10105;;OUI;;25;0;0;0;OUI;OUI;2026-09-26T01:59:32+02:00;;;;
6008;;OUI;;31;1;0;1;OUI;OUI;2026-09-26T01:58:40+02:00;;;;
21204;;OUI;;24;7;0;7;OUI;OUI;2026-09-26T01:58:15+02:00;;;;
42209;;OUI;;1;15;11;4;OUI;OUI;2026-09-26T01:58:06+02:00;;;;
11021;;OUI;;3;20;2;18;OUI;OUI;2026-09-26T01:59:14+02:00;;;;
15030;;OUI;;2;66;64;2;OUI;OUI;2026-09-26T01:58:42+02:00;;;;
35007;;OUI;;14;5;1;4;OUI;OUI;2026-09-26T01:54:44+02:00;;;;
13032;;OUI;;23;2;1;1;OUI;OUI;2026-09-26T01:55:41+02:00;;;;
10165;;OUI;;32;7;3;4;OUI;OUI;2026-09-26T01:55:34+02:00;;;;
15064;;OUI;;6;37;37;0;OUI;OUI;2026-09-26T01:59:22+02:00;;;;
13128;;OUI;;5;24;23;1;OUI;OUI;2026-09-26T01:56:17+02:00;;;;
8020;;OUI;;39;4;3;1;OUI;OUI;2026-09-26T01:56:37+02:00;;;;
18003;;OUI;;40;3;1;2;OUI;OUI;2026-09-26T01:58:41+02:00;;;;
40005;;OUI;;19;7;2;5;OUI;OUI;2026-09-26T01:55:50+02:00;;;;
92001;;OUI;;5;15;0;15;OUI;OUI;2026-09-26T01:58:05+02:00;;;;
17107;;OUI;;31;4;3;1;OUI;OUI;2026-09-26T01:57:35+02:00;;;;
16002;;OUI;;35;1;1;0;OUI;OUI;2026-09-26T01:53:15+02:00;;;;
15004;;OUI;;2;19;7;12;OUI;OUI;2026-09-26T01:55:15+02:00;;;;
15005;;OUI;;38;4;3;1;OUI;OUI;2026-09-26T01:57:18+02:00;;;;
18006;;OUI;;22;14;1;13;OUI;OUI;2026-09-26T01:58:31+02:00;;;;
21401;;OUI;;11;22;3;19;OUI;OUI;2026-09-26T01:58:39+02:00;;;;
17108;;OUI;;28;5;3;2;OUI;OUI;2026-09-26T01:59:07+02:00;;;;
8037;;OUI;;28;8;5;3;OUI;OUI;2026-09-26T01:59:36+02:00;;;;
4020;;OUI;;22;0;0;0;OUI;OUI;2026-09-26T01:53:19+02:00;;;;
15022;;OUI;;20;22;21;1;OUI;OUI;2026-09-26T01:57:07+02:00;;;;
23004;;OUI;;6;27;12;15;OUI;OUI;2026-09-26T01:59:17+02:00;;;;
22408;;OUI;;9;12;2;10;OUI;OUI;2026-09-26T01:58:37+02:00;;;;
43010;;OUI;;0;24;7;17;OUI;OUI;2026-09-26T01:57:02+02:00;;;;
9027;;OUI;;24;1;0;1;OUI;OUI;2026-09-26T01:57:32+02:00;;;;
7017;;OUI;;36;2;2;0;OUI;OUI;2026-09-26T01:59:08+02:00;;;;
35006;;OUI;;16;6;3;3;OUI;OUI;2026-09-26T01:58:56+02:00;;;;
44005;;OUI;;2;20;9;11;OUI;OUI;2026-09-26T01:58:18+02:00;;;;
15011;;OUI;;41;21;16;5;OUI;OUI;2026-09-26T01:59:00+02:00;;;;
9004;;OUI;;20;0;0;0;OUI;OUI;2026-09-26T01:53:14+02:00;;;;
51002;;OUI;;9;15;7;8;OUI;OUI;2026-09-26T01:54:21+02:00;;;;
33016;;OUI;;2;17;2;15;OUI;OUI;2026-09-26T01:59:05+02:00;;;;
12026;;OUI;;19;31;31;0;OUI;OUI;2026-09-26T01:58:47+02:00;;;;
13009;;OUI;;25;1;0;1;OUI;OUI;2026-09-26T01:58:03+02:00;;;;
9024;;OUI;;48;0;0;0;OUI;OUI;2026-09-26T01:58:49+02:00;;;;
27005;;OUI;;20;0;0;0;NON;NON;2026-09-08T11:44:22+02:00;;;;
19210;;OUI;;24;5;0;5;OUI;OUI;2026-09-26T01:57:22+02:00;;;;
92006;;OUI;;28;2;0;2;OUI;OUI;2026-09-26T01:51:12+02:00;;;;
5024;;OUI;;13;6;4;2;OUI;OUI;2026-09-26T01:57:22+02:00;;;;
31005;;OUI;;32;13;3;10;OUI;OUI;2026-09-26T01:59:10+02:00;;;;
21314;;OUI;;22;7;4;3;OUI;OUI;2026-09-26T01:58:23+02:00;;;;
12038;;OUI;;40;17;10;7;OUI;OUI;2026-09-26T01:58:27+02:00;;;;
13516;;OUI;;8;30;25;5;OUI;OUI;2026-09-26T01:59:22+02:00;;;;
45504;;OUI;;17;13;0;13;OUI;OUI;2026-09-26T01:53:30+02:00;;;;
12028;;OUI;;13;14;7;7;OUI;OUI;2026-09-26T01:57:52+02:00;;;;
12035;;OUI;;18;29;18;11;OUI;OUI;2026-09-26T01:59:08+02:00;;;;
5115;;OUI;;6;24;22;2;OUI;OUI;2026-09-26T01:57:22+02:00;;;;
8116;;OUI;;25;0;0;0;NON;NON;2021-02-21T20:09:18+01:00;;;;
47009;;OUI;;4;22;7;15;OUI;OUI;2026-09-26T01:57:57+02:00;;;;
15129;;OUI;;16;24;23;1;OUI;OUI;2026-09-26T01:58:51+02:00;;;;
13206;;OUI;;0;49;40;9;OUI;OUI;2026-09-26T01:59:04+02:00;;;;
21315;;OUI;;12;12;5;7;OUI;OUI;2026-09-26T01:57:39+02:00;;;;
23102;;OUI;;32;0;0;0;OUI;OUI;2026-09-26T01:53:42+02:00;;;;
6022;;OUI;;19;2;0;2;OUI;OUI;2026-09-26T01:57:03+02:00;;;;
21402;;OUI;;26;1;0;1;OUI;OUI;2026-09-26T01:52:36+02:00;;;;
13052;;OUI;;30;12;8;4;OUI;OUI;2026-09-26T01:57:50+02:00;;;;
41403;;OUI;;1;19;2;17;OUI;OUI;2026-09-26T01:58:40+02:00;;;;
21303;;OUI;;13;19;17;2;OUI;OUI;2026-09-26T01:59:21+02:00;;;;
9007;;OUI;;17;2;0;2;OUI;OUI;2026-09-26T01:53:37+02:00;;;;
15127;;OUI;;9;28;25;3;OUI;OUI;2026-09-26T01:58:11+02:00;;;;
15070;;OUI;;23;12;11;1;OUI;OUI;2026-09-26T01:57:25+02:00;;;;
14011;;OUI;;23;16;4;12;OUI;OUI;2026-09-26T01:51:45+02:00;;;;
14031;;OUI;;18;19;8;11;OUI;OUI;2026-09-26T01:58:38+02:00;;;;
33012;;OUI;;1;26;19;7;OUI;OUI;2026-09-26T01:59:00+02:00;;;;
2013;;OUI;;16;1;1;0;OUI;OUI;2026-09-26T01:58:15+02:00;;;;
43202;;OUI;;5;15;9;6;OUI;OUI;2026-09-26T01:57:30+02:00;;;;
5001;;OUI;;45;0;0;0;NON;NON;2026-09-26T01:56:26+02:00;;;;
4016;;OUI;;42;9;9;0;OUI;OUI;2026-09-26T01:58:33+02:00;;;;
10033;;OUI;;15;9;9;0;OUI;OUI;2026-09-26T01:56:53+02:00;;;;
43201;;OUI;;17;5;0;5;OUI;OUI;2026-09-26T01:53:49+02:00;;;;
18039;;OUI;;6;13;6;7;OUI;OUI;2026-09-26T01:58:59+02:00;;;;
14026;;OUI;;7;38;20;18;OUI;OUI;2026-09-26T01:58:18+02:00;;;;
16012;;OUI;;41;1;0;1;OUI;OUI;2026-09-26T01:56:57+02:00;;;;
42505;;OUI;;12;16;14;2;OUI;OUI;2026-09-26T01:58:43+02:00;;;;
48004;;OUI;;6;13;0;13;OUI;OUI;2026-09-26T01:59:09+02:00;;;;
26004;;OUI;;1;21;10;11;OUI;OUI;2026-09-26T01:58:40+02:00;;;;
19110;;OUI;;24;5;0;5;OUI;OUI;2026-09-26T01:53:47+02:00;;;;
16105;;OUI;;29;2;1;1;OUI;OUI;2026-09-26T01:58:52+02:00;;;;
15128;;OUI;;2;34;28;6;OUI;OUI;2026-09-26T01:59:15+02:00;;;;
44014;;OUI;;12;13;10;3;OUI;OUI;2026-09-26T01:58:31+02:00;;;;
1007;;OUI;;15;1;1;0;OUI;OUI;2026-09-26T01:52:12+02:00;;;;
21309;;OUI;;18;23;19;4;OUI;OUI;2026-09-26T01:59:30+02:00;;;;
9009;;OUI;;13;8;7;1;OUI;OUI;2026-09-26T01:56:39+02:00;;;;
4021;;OUI;;23;1;1;0;OUI;OUI;2026-09-26T01:58:53+02:00;;;;
13005;;OUI;;7;52;46;6;OUI;OUI;2026-09-26T01:59:33+02:00;;;;
8110;;OUI;;30;1;0;1;OUI;OUI;2026-09-26T01:54:58+02:00;;;;
17019;;OUI;;17;3;1;2;OUI;OUI;2026-09-26T01:57:31+02:00;;;;
19010;;OUI;;0;19;5;14;OUI;OUI;2026-09-26T01:57:37+02:00;;;;
41405;;OUI;;5;17;6;11;OUI;OUI;2026-09-26T01:58:39+02:00;;;;
21953;;OUI;;16;4;0;4;OUI;OUI;2026-09-26T01:56:31+02:00;;;;
14019;;OUI;;20;2;2;0;OUI;OUI;2026-09-26T01:58:14+02:00;;;;
31709;;OUI;;12;10;0;10;OUI;OUI;2026-09-26T01:59:31+02:00;;;;
10006;;OUI;;18;7;6;1;OUI;OUI;2026-09-26T01:59:20+02:00;;;;
8027;;OUI;;24;3;1;2;OUI;OUI;2026-09-26T01:58:02+02:00;;;;
12002;;OUI;;4;10;9;1;OUI;OUI;2026-09-26T01:57:55+02:00;;;;
4103;;OUI;;24;0;0;0;OUI;OUI;2026-09-26T01:58:33+02:00;;;;
21026;;OUI;;29;1;0;1;OUI;OUI;2026-09-26T01:56:05+02:00;;;;
13209;;OUI;;22;1;1;0;OUI;OUI;2026-09-26T01:59:35+02:00;;;;
13017;;OUI;;19;14;9;5;OUI;OUI;2026-09-26T01:58:46+02:00;;;;
15111;;OUI;;0;25;10;15;OUI;OUI;2026-09-26T01:58:15+02:00;;;;
12020;;OUI;;36;9;8;1;OUI;OUI;2026-09-26T01:59:33+02:00;;;;
5122;;OUI;;29;0;0;0;NON;NON;2026-09-26T01:55:44+02:00;;;;
14132;;OUI;;27;2;0;2;OUI;OUI;2026-09-26T01:53:34+02:00;;;;
21110;;OUI;;17;15;7;8;OUI;OUI;2026-09-26T01:57:56+02:00;;;;
23702;;OUI;;16;4;2;2;OUI;OUI;2026-09-26T01:57:39+02:00;;;;
19012;;OUI;;26;2;1;1;OUI;OUI;2026-09-26T01:59:29+02:00;;;;
31001;;OUI;;17;10;4;6;OUI;OUI;2026-09-26T01:58:09+02:00;;;;
22306;;OUI;;10;9;7;2;OUI;OUI;2026-09-26T01:56:41+02:00;;;;
22502;;OUI;;6;12;5;7;OUI;OUI;2026-09-26T01:57:52+02:00;;;;
3003;;OUI;;24;2;1;1;OUI;OUI;2026-09-26T01:55:34+02:00;;;;
9111;;OUI;;15;4;4;0;OUI;OUI;2026-09-26T01:58:47+02:00;;;;
13125;;OUI;;41;31;27;4;OUI;OUI;2026-09-26T01:58:29+02:00;;;;
3006;;OUI;;32;0;0;0;NON;NON;2026-09-26T01:55:52+02:00;;;;
48005;;OUI;;18;5;0;5;OUI;OUI;2026-09-26T01:56:53+02:00;;;;
14133;;OUI;;31;4;0;4;OUI;OUI;2026-09-26T01:53:06+02:00;;;;
41208;;OUI;;7;13;6;7;OUI;OUI;2026-09-26T01:57:58+02:00;;;;
4017;;OUI;;10;4;4;0;OUI;OUI;2026-09-26T01:57:38+02:00;;;;
42026;;OUI;;32;7;6;1;OUI;OUI;2026-09-26T01:56:05+02:00;;;;
12163;;OUI;;28;14;6;8;OUI;OUI;2026-09-26T01:58:09+02:00;;;;
3002;;OUI;;6;11;9;2;OUI;OUI;2026-09-26T01:57:04+02:00;;;;
13054;;OUI;;72;5;3;2;OUI;OUI;2026-09-26T01:57:37+02:00;;;;
1012;;OUI;;20;1;0;1;OUI;OUI;2026-09-26T01:49:53+02:00;;;;
19130;;OUI;;37;4;1;3;OUI;OUI;2026-09-26T01:53:13+02:00;;;;
35012;;OUI;;14;10;0;10;OUI;OUI;2026-09-26T01:53:16+02:00;;;;
21505;;OUI;;18;6;0;6;OUI;OUI;2026-09-26T01:52:01+02:00;;;;
4018;;OUI;;27;3;2;1;OUI;OUI;2026-09-26T01:58:12+02:00;;;;
5004;;OUI;;15;2;0;2;OUI;OUI;2026-09-26T01:54:55+02:00;;;;
2012;;OUI;;10;1;1;0;OUI;OUI;2026-09-26T01:58:05+02:00;;;;
16202;;OUI;;10;19;16;3;OUI;OUI;2026-09-26T01:59:04+02:00;;;;
4101;;OUI;;8;14;14;0;OUI;OUI;2026-09-26T01:57:55+02:00;;;;
32019;;OUI;;6;22;7;15;OUI;OUI;2026-09-26T01:58:20+02:00;;;;
9039;;OUI;;36;2;2;0;OUI;OUI;2026-09-26T01:53:10+02:00;;;;
1025;;OUI;;17;1;1;0;OUI;OUI;2026-09-26T01:57:23+02:00;;;;
27001;;OUI;;10;7;3;4;OUI;OUI;2026-09-26T01:58:29+02:00;;;;
2008;;OUI;;26;2;0;2;OUI;OUI;2026-09-26T01:52:33+02:00;;;;
23101;;OUI;;17;7;5;2;OUI;OUI;2026-09-26T01:58:10+02:00;;;;
5003;;OUI;;33;0;0;0;NON;NON;2026-09-26T01:50:00+02:00;;;;
23107;;OUI;;16;5;0;5;OUI;OUI;2026-09-26T01:58:58+02:00;;;;
6201;;OUI;;19;3;3;0;OUI;OUI;2026-09-26T01:59:02+02:00;;;;
1023;;OUI;;28;3;2;1;OUI;OUI;2026-09-26T01:57:57+02:00;;;;
19202;;OUI;;42;3;3;0;OUI;OUI;2026-09-26T01:57:45+02:00;;;;
14201;;OUI;;21;9;0;9;OUI;OUI;2026-09-26T01:57:06+02:00;;;;
17021;;OUI;;30;3;3;0;OUI;OUI;2026-09-26T01:55:28+02:00;;;;
21323;;OUI;;2;28;27;1;OUI;OUI;2026-09-26T01:59:23+02:00;;;;
43403;;OUI;;30;8;1;7;OUI;OUI;2026-09-26T01:57:50+02:00;;;;
28005;;OUI;;10;18;3;15;OUI;OUI;2026-09-26T01:58:38+02:00;;;;
35005;;OUI;;2;20;8;12;OUI;OUI;2026-09-26T01:59:21+02:00;;;;
18112;;OUI;;19;6;3;3;OUI;OUI;2026-09-26T01:57:59+02:00;;;;
42028;;OUI;;7;21;7;14;OUI;OUI;2026-09-26T01:58:54+02:00;;;;
12166;;OUI;;11;14;6;8;OUI;OUI;2026-09-26T01:59:04+02:00;;;;
22603;;OUI;;17;16;9;7;OUI;OUI;2026-09-26T01:55:25+02:00;;;;
21119;;OUI;;2;22;11;11;OUI;OUI;2026-09-26T01:54:43+02:00;;;;
16010;;OUI;;23;0;0;0;OUI;OUI;2026-09-26T01:56:01+02:00;;;;
16201;;OUI;;58;7;3;4;OUI;OUI;2026-09-26T01:55:30+02:00;;;;
42019;;OUI;;8;32;24;8;OUI;OUI;2026-09-26T01:58:20+02:00;;;;
1008;;OUI;;28;0;0;0;OUI;OUI;2026-09-26T01:57:42+02:00;;;;
9019;;OUI;;13;4;2;2;OUI;OUI;2026-09-26T01:56:09+02:00;;;;
2102;;OUI;;35;0;0;0;OUI;OUI;2026-09-26T01:53:23+02:00;;;;
10201;;OUI;;20;2;1;1;OUI;OUI;2026-09-26T01:57:52+02:00;;;;
6029;;OUI;;23;3;1;2;OUI;OUI;2026-09-26T01:56:09+02:00;;;;
12016;;OUI;;23;11;4;7;OUI;OUI;2026-09-26T01:53:14+02:00;;;;
42210;;OUI;;9;22;13;9;OUI;OUI;2026-09-26T01:59:07+02:00;;;;
34013;;OUI;;12;15;3;12;OUI;OUI;2026-09-26T01:55:09+02:00;;;;
23104;;OUI;;18;10;10;0;OUI;OUI;2026-09-26T01:57:12+02:00;;;;
21011;;OUI;;11;11;3;8;OUI;OUI;2026-09-26T01:57:27+02:00;;;;
20140;;OUI;;21;1;0;1;OUI;OUI;2026-09-26T01:59:02+02:00;;;;
48012;;OUI;;13;13;0;13;OUI;OUI;2026-09-26T01:59:18+02:00;;;;
42022;;OUI;;6;31;19;12;OUI;OUI;2026-09-26T01:58:37+02:00;;;;
15018;;OUI;;37;19;8;11;OUI;OUI;2026-09-26T01:57:59+02:00;;;;
20048;;OUI;;17;11;4;7;OUI;OUI;2026-09-26T01:58:11+02:00;;;;
10166;;OUI;;10;6;6;0;OUI;OUI;2026-09-26T01:58:00+02:00;;;;
13049;;OUI;;13;9;8;1;OUI;OUI;2026-09-26T01:56:42+02:00;;;;
32605;;OUI;;14;6;0;6;OUI;OUI;2026-09-26T01:58:34+02:00;;;;
8202;;OUI;;24;2;2;0;OUI;OUI;2026-09-26T01:57:52+02:00;;;;
32011;;OUI;;38;6;1;5;OUI;OUI;2026-09-26T01:58:36+02:00;;;;
17020;;OUI;;16;11;3;8;OUI;OUI;2026-09-26T01:57:54+02:00;;;;
12202;;OUI;;0;40;40;0;OUI;OUI;2026-09-26T01:56:03+02:00;;;;
23301;;OUI;;6;21;12;9;OUI;OUI;2026-09-26T01:59:24+02:00;;;;
42030;;OUI;;0;29;23;6;OUI;OUI;2026-09-26T01:58:03+02:00;;;;
8018;;OUI;;32;11;7;4;OUI;OUI;2026-09-26T01:58:47+02:00;;;;
51008;;OUI;;24;11;2;9;OUI;OUI;2026-09-26T01:53:13+02:00;;;;
18135;;OUI;;22;2;0;2;OUI;OUI;2026-09-26T01:59:18+02:00;;;;
34011;;OUI;;12;15;8;7;OUI;OUI;2026-09-26T01:58:53+02:00;;;;
21329;;OUI;;0;29;23;6;OUI;OUI;2026-09-26T01:56:12+02:00;;;;
21704;;OUI;;2;24;18;6;OUI;OUI;2026-09-26T01:50:44+02:00;;;;
19121;;OUI;;31;4;0;4;OUI;OUI;2026-09-26T01:57:36+02:00;;;;
13015;;OUI;;8;26;22;4;OUI;OUI;2026-09-26T01:59:30+02:00;;;;
25007;;OUI;;19;4;0;4;OUI;OUI;2026-09-26T01:49:35+02:00;;;;
21002;;OUI;;0;20;10;10;OUI;OUI;2026-09-26T01:59:20+02:00;;;;
13024;;OUI;;23;9;2;7;OUI;OUI;2026-09-26T01:59:00+02:00;;;;
8040;;OUI;;30;0;0;0;NON;NON;2026-09-26T01:58:14+02:00;;;;
16021;;OUI;;23;0;0;0;OUI;OUI;2026-09-26T01:58:07+02:00;;;;
23041;;OUI;;20;5;1;4;OUI;OUI;2026-09-26T01:58:07+02:00;;;;
42024;;OUI;;1;27;19;8;OUI;OUI;2026-09-26T01:56:32+02:00;;;;
5027;;OUI;;0;37;33;4;OUI;OUI;2026-09-26T01:57:39+02:00;;;;
15203;;OUI;;2;26;19;7;OUI;OUI;2026-09-26T01:59:13+02:00;;;;
15012;;OUI;;19;48;39;9;OUI;OUI;2026-09-26T01:58:17+02:00;;;;
18016;;OUI;;28;2;0;2;OUI;OUI;2026-09-26T01:57:31+02:00;;;;
11022;;OUI;;2;14;9;5;OUI;OUI;2026-09-26T01:57:26+02:00;;;;
21022;;OUI;;2;23;18;5;OUI;OUI;2026-09-26T01:57:42+02:00;;;;
20003;;OUI;;17;4;0;4;OUI;OUI;2026-09-26T01:57:24+02:00;;;;
15041;;OUI;;22;15;6;9;OUI;OUI;2026-09-26T01:58:49+02:00;;;;
13028;;OUI;;11;21;17;4;OUI;OUI;2026-09-26T01:58:28+02:00;;;;
20012;;OUI;;15;2;0;2;OUI;OUI;2026-09-26T01:59:28+02:00;;;;
14027;;OUI;;26;27;17;10;OUI;OUI;2026-09-26T01:57:54+02:00;;;;
48002;;OUI;;20;15;4;11;OUI;OUI;2026-09-26T01:59:23+02:00;;;;
41605;;OUI;;6;15;8;7;OUI;OUI;2026-09-26T01:58:51+02:00;;;;
35013;;OUI;;3;17;2;15;OUI;OUI;2026-09-26T01:59:04+02:00;;;;
20020;;OUI;;10;19;13;6;OUI;OUI;2026-09-26T01:53:57+02:00;;;;
