Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
16040;;OUI;;7;24;17;7;OUI;OUI;2026-09-26T01:58:51+02:00;;;;
17028;;OUI;;33;2;1;1;OUI;OUI;2026-09-26T01:55:51+02:00;;;;
42302;;OUI;;5;17;3;14;OUI;OUI;2026-09-26T01:59:12+02:00;;;;
32026;;OUI;;21;4;1;3;OUI;OUI;2026-09-26T01:55:25+02:00;;;;
12204;;OUI;;15;16;15;1;OUI;OUI;2026-09-26T01:58:09+02:00;;;;
20121;;OUI;;12;6;0;6;OUI;OUI;2026-09-26T01:57:43+02:00;;;;
42504;;OUI;;18;12;8;4;OUI;OUI;2026-09-26T01:55:44+02:00;;;;
26013;;OUI;;4;22;16;6;OUI;OUI;2026-09-26T01:58:16+02:00;;;;
20111;;OUI;;16;4;1;3;OUI;OUI;2026-09-26T01:58:31+02:00;;;;
20043;;OUI;;22;2;0;2;OUI;OUI;2026-09-26T01:53:10+02:00;;;;
42015;;OUI;;19;6;3;3;OUI;OUI;2026-09-26T01:58:22+02:00;;;;
32016;;OUI;;35;3;0;3;OUI;OUI;2026-09-26T01:58:57+02:00;;;;
31010;;OUI;;23;17;2;15;OUI;OUI;2026-09-26T01:58:14+02:00;;;;
11004;;OUI;;14;20;20;0;OUI;OUI;2026-09-26T01:55:25+02:00;;;;
18201;;OUI;;15;17;5;12;OUI;OUI;2026-09-26T01:57:31+02:00;;;;
92008;;OUI;;18;18;5;13;OUI;OUI;2026-09-26T01:56:51+02:00;;;;
51004;;OUI;;14;14;4;10;OUI;OUI;2026-09-26T01:59:29+02:00;;;;
19008;;OUI;;20;6;3;3;OUI;OUI;2026-09-26T01:57:39+02:00;;;;
9021;;OUI;;20;1;1;0;OUI;OUI;2026-09-26T01:53:48+02:00;;;;
8035;;OUI;;31;2;2;0;OUI;OUI;2026-09-26T01:58:41+02:00;;;;
21313;;OUI;;0;26;23;3;OUI;OUI;2026-09-26T01:59:17+02:00;;;;
26007;;OUI;;16;4;2;2;OUI;OUI;2026-09-25T20:16:11+02:00;;;;
35018;;OUI;;3;18;0;18;OUI;OUI;2026-09-26T01:57:37+02:00;;;;
18110;;OUI;;2;15;3;12;OUI;OUI;2026-09-26T01:58:40+02:00;;;;
41606;;OUI;;1;16;10;6;OUI;OUI;2026-09-26T01:59:18+02:00;;;;
21305;;OUI;;4;21;17;4;OUI;OUI;2026-09-26T01:58:39+02:00;;;;
33018;;OUI;;2;20;7;13;OUI;OUI;2026-09-26T01:59:14+02:00;;;;
16111;;OUI;;17;15;15;0;OUI;OUI;2026-09-26T01:57:54+02:00;;;;
11007;;OUI;;28;50;49;1;OUI;OUI;2026-09-26T01:59:35+02:00;;;;
5021;;OUI;;35;4;2;2;OUI;OUI;2026-09-26T01:58:57+02:00;;;;
12115;;OUI;;19;12;10;2;OUI;OUI;2026-09-26T01:59:21+02:00;;;;
1020;;OUI;;39;0;0;0;NON;NON;2026-09-26T01:58:28+02:00;;;;
18204;;OUI;;48;4;3;1;OUI;OUI;2026-09-26T01:58:51+02:00;;;;
16124;;OUI;;15;50;33;17;OUI;OUI;2026-09-26T01:59:16+02:00;;;;
25005;;OUI;;16;8;2;6;OUI;OUI;2026-09-26T01:57:32+02:00;;;;
22505;;OUI;;2;20;9;11;OUI;OUI;2026-09-26T01:58:22+02:00;;;;
33001;;OUI;;28;6;0;6;OUI;OUI;2026-09-26T01:58:24+02:00;;;;
41404;;OUI;;6;19;5;14;OUI;OUI;2026-09-26T01:56:29+02:00;;;;
20132;;OUI;;21;5;3;2;OUI;OUI;2026-09-26T01:58:33+02:00;;;;
10152;;OUI;;40;2;0;2;OUI;OUI;2026-09-26T01:52:38+02:00;;;;
35009;;OUI;;2;19;2;17;OUI;OUI;2026-09-26T01:58:32+02:00;;;;
10206;;OUI;;27;6;4;2;OUI;OUI;2026-09-26T01:58:07+02:00;;;;
21109;;OUI;;0;23;18;5;OUI;OUI;2026-09-26T01:57:32+02:00;;;;
12024;;OUI;;12;23;19;4;OUI;OUI;2026-09-26T01:59:27+02:00;;;;
16129;;OUI;;40;2;0;2;OUI;OUI;2026-09-26T01:53:14+02:00;;;;
35019;;OUI;;16;11;4;7;OUI;OUI;2026-09-26T01:52:10+02:00;;;;
14104;;OUI;;17;6;2;4;OUI;OUI;2026-09-26T01:55:08+02:00;;;;
20119;;OUI;;17;8;0;8;OUI;OUI;2026-09-26T01:57:32+02:00;;;;
31705;;OUI;;34;16;9;7;OUI;OUI;2026-09-26T01:59:10+02:00;;;;
23802;;OUI;;20;3;1;2;OUI;OUI;2026-09-26T01:55:24+02:00;;;;
19019;;OUI;;11;10;3;7;OUI;OUI;2026-09-26T01:59:04+02:00;;;;
6030;;OUI;;35;0;0;0;NON;NON;2026-09-26T01:59:21+02:00;;;;
41604;;OUI;;27;3;2;1;OUI;OUI;2026-09-26T01:55:13+02:00;;;;
17018;;OUI;;15;1;0;1;OUI;OUI;2026-09-26T01:52:53+02:00;;;;
18005;;OUI;;8;8;5;3;OUI;OUI;2026-09-26T01:59:17+02:00;;;;
10005;;OUI;;9;5;4;1;OUI;OUI;2026-09-26T01:58:48+02:00;;;;
26001;;OUI;;9;9;2;7;OUI;OUI;2026-09-26T01:59:30+02:00;;;;
20136;;OUI;;24;3;0;3;OUI;OUI;2026-09-26T01:57:47+02:00;;;;
5026;;OUI;;21;26;26;0;OUI;OUI;2026-09-26T01:58:41+02:00;;;;
43006;;OUI;;10;18;16;2;OUI;OUI;2026-09-26T01:58:46+02:00;;;;
15028;;OUI;;8;59;57;2;OUI;OUI;2026-09-26T01:59:21+02:00;;;;
14018;;OUI;;30;16;15;1;OUI;OUI;2026-09-26T01:58:22+02:00;;;;
21013;;OUI;;7;13;9;4;OUI;OUI;2026-09-26T01:59:22+02:00;;;;
11114;;OUI;;11;20;18;2;OUI;OUI;2026-09-26T01:59:25+02:00;;;;
5116;;OUI;;8;42;40;2;OUI;OUI;2026-09-26T01:59:10+02:00;;;;
7006;;OUI;;27;5;4;1;OUI;OUI;2026-09-26T01:57:40+02:00;;;;
5002;;OUI;;30;4;3;1;OUI;OUI;2026-09-26T01:59:33+02:00;;;;
22508;;OUI;;0;17;4;13;OUI;OUI;2026-09-26T01:56:59+02:00;;;;
10023;;OUI;;9;1;1;0;OUI;OUI;2026-09-26T01:57:21+02:00;;;;
14139;;OUI;;22;6;1;5;OUI;OUI;2026-09-26T01:59:16+02:00;;;;
14130;;OUI;;15;14;4;10;OUI;OUI;2026-09-26T01:58:50+02:00;;;;
41207;;OUI;;18;9;6;3;OUI;OUI;2026-09-26T01:54:23+02:00;;;;
21308;;OUI;;52;6;3;3;OUI;OUI;2026-09-26T01:57:05+02:00;;;;
20021;;OUI;;35;3;0;3;OUI;OUI;2026-09-26T01:58:01+02:00;;;;
7005;;OUI;;45;5;5;0;OUI;OUI;2026-09-26T01:59:05+02:00;;;;
8046;;OUI;;32;0;0;0;NON;NON;2026-09-26T01:52:45+02:00;;;;
21019;;OUI;;14;14;11;3;OUI;OUI;2026-09-26T01:56:41+02:00;;;;
21032;;OUI;;14;11;7;4;OUI;OUI;2026-09-26T01:54:35+02:00;;;;
27008;;OUI;;0;20;16;4;OUI;OUI;2026-09-26T01:58:00+02:00;;;;
31019;;OUI;;29;7;4;3;OUI;OUI;2026-09-26T01:55:36+02:00;;;;
18032;;OUI;;43;13;5;8;OUI;OUI;2026-09-26T01:54:59+02:00;;;;
17124;;OUI;;19;4;1;3;OUI;OUI;2026-09-26T01:59:09+02:00;;;;
44012;;OUI;;15;4;0;4;OUI;OUI;2026-09-26T01:57:12+02:00;;;;
17027;;OUI;;27;15;12;3;OUI;OUI;2026-09-26T01:57:55+02:00;;;;
2009;;OUI;;54;0;0;0;NON;NON;2026-05-23T02:36:37+02:00;;;;
13016;;OUI;;19;13;10;3;OUI;OUI;2026-09-26T01:59:01+02:00;;;;
13043;;OUI;;37;11;9;2;OUI;OUI;2026-09-26T01:54:26+02:00;;;;
44102;;OUI;;5;17;3;14;OUI;OUI;2026-09-26T01:58:59+02:00;;;;
9115;;OUI;;12;10;9;1;OUI;OUI;2026-09-26T01:54:08+02:00;;;;
19039;;OUI;;19;5;1;4;OUI;OUI;2026-09-26T01:59:16+02:00;;;;
21003;;OUI;;1;36;21;15;OUI;OUI;2026-09-26T01:59:27+02:00;;;;
22001;;OUI;;3;20;13;7;OUI;OUI;2026-09-26T01:59:14+02:00;;;;
18025;;OUI;;24;15;11;4;OUI;OUI;2026-09-26T01:57:35+02:00;;;;
60001;;OUI;;399;1;1;0;NON;NON;2026-09-23T13:56:43+02:00;;;;
17122;;OUI;;14;14;9;5;OUI;OUI;2026-09-26T01:59:26+02:00;;;;
20027;;OUI;;11;4;1;3;OUI;OUI;2026-09-26T01:56:08+02:00;;;;
14122;;OUI;;16;3;1;2;OUI;OUI;2026-09-26T01:59:14+02:00;;;;
8051;;OUI;;14;0;0;0;OUI;OUI;2026-09-26T01:55:55+02:00;;;;
19040;;OUI;;39;1;0;1;OUI;OUI;2026-09-26T01:58:55+02:00;;;;
20023;;OUI;;3;12;1;11;OUI;OUI;2026-09-26T01:56:24+02:00;;;;
41204;;OUI;;2;18;1;17;OUI;OUI;2026-09-26T01:57:20+02:00;;;;
17121;;OUI;;25;15;6;9;OUI;OUI;2026-09-26T01:56:56+02:00;;;;
19009;;OUI;;23;6;3;3;OUI;OUI;2026-09-26T01:57:51+02:00;;;;
18029;;OUI;;17;20;14;6;OUI;OUI;2026-09-26T01:57:19+02:00;;;;
9117;;OUI;;25;3;3;0;OUI;OUI;2026-09-26T01:55:42+02:00;;;;
18113;;OUI;;17;7;0;7;OUI;OUI;2026-09-26T01:56:31+02:00;;;;
35003;;OUI;;0;24;10;14;OUI;OUI;2026-09-26T01:56:14+02:00;;;;
21014;;OUI;;18;4;2;2;OUI;OUI;2026-09-26T01:56:51+02:00;;;;
5121;;OUI;;43;4;0;4;OUI;OUI;2026-09-26T01:59:26+02:00;;;;
47005;;OUI;;7;28;19;9;OUI;OUI;2026-09-26T01:58:51+02:00;;;;
16015;;OUI;;10;4;3;1;OUI;OUI;2026-09-26T01:56:09+02:00;;;;
1120;;OUI;;26;0;0;0;OUI;OUI;2026-09-26T01:58:08+02:00;;;;
14112;;OUI;;13;3;2;1;OUI;OUI;2026-09-26T01:56:54+02:00;;;;
9026;;OUI;;15;2;2;0;OUI;OUI;2026-09-26T01:57:53+02:00;;;;
16122;;OUI;;20;27;26;1;OUI;OUI;2026-09-26T01:59:00+02:00;;;;
23007;;OUI;;8;19;13;6;OUI;OUI;2026-09-26T01:58:43+02:00;;;;
20016;;OUI;;28;5;2;3;OUI;OUI;2026-09-26T01:58:23+02:00;;;;
9014;;OUI;;23;12;11;1;OUI;OUI;2026-09-26T01:58:51+02:00;;;;
16043;;OUI;;12;3;3;0;OUI;OUI;2026-09-26T01:57:46+02:00;;;;
20116;;OUI;;13;9;1;8;OUI;OUI;2026-09-26T01:58:34+02:00;;;;
11041;;OUI;;3;40;39;1;OUI;OUI;2026-09-26T01:58:28+02:00;;;;
9017;;OUI;;24;4;0;4;OUI;OUI;2026-09-26T01:59:35+02:00;;;;
18008;;OUI;;7;24;3;21;OUI;OUI;2026-09-26T01:59:33+02:00;;;;
7008;;OUI;;15;0;0;0;OUI;OUI;2026-09-26T01:52:49+02:00;;;;
42703;;OUI;;23;22;9;13;OUI;OUI;2026-09-26T01:58:18+02:00;;;;
14030;;OUI;;19;13;4;9;OUI;OUI;2026-09-26T01:59:15+02:00;;;;
13046;;OUI;;21;23;21;2;OUI;OUI;2026-09-26T01:56:47+02:00;;;;
6032;;OUI;;26;0;0;0;OUI;OUI;2026-09-26T01:59:02+02:00;;;;
17022;;OUI;;16;29;18;11;OUI;OUI;2026-09-26T01:57:25+02:00;;;;
7020;;OUI;;22;16;16;0;OUI;OUI;2026-09-26T01:56:23+02:00;;;;
23304;;OUI;;26;6;1;5;OUI;OUI;2026-09-26T01:59:13+02:00;;;;
15107;;OUI;;0;19;18;1;OUI;OUI;2026-09-26T01:59:13+02:00;;;;
1117;;OUI;;24;2;0;2;OUI;OUI;2026-09-26T01:57:13+02:00;;;;
13103;;OUI;;49;1;1;0;OUI;OUI;2026-09-26T01:59:14+02:00;;;;
10036;;OUI;;25;2;0;2;OUI;OUI;2026-09-26T01:59:14+02:00;;;;
15059;;OUI;;24;41;37;4;OUI;OUI;2026-09-26T01:57:56+02:00;;;;
11102;;OUI;;42;32;20;12;OUI;OUI;2026-09-26T01:59:28+02:00;;;;
23903;;OUI;;15;15;6;9;OUI;OUI;2026-09-26T01:58:47+02:00;;;;
31023;;OUI;;26;8;0;8;OUI;OUI;2026-09-26T01:58:42+02:00;;;;
9118;;OUI;;17;18;15;3;OUI;OUI;2026-09-26T01:58:34+02:00;;;;
21024;;OUI;;5;16;12;4;OUI;OUI;2026-09-26T01:58:54+02:00;;;;
6027;;OUI;;26;5;1;4;OUI;OUI;2026-09-26T01:57:52+02:00;;;;
18137;;OUI;;21;6;1;5;OUI;OUI;2026-09-26T01:58:03+02:00;;;;
7101;;OUI;;46;2;2;0;OUI;OUI;2026-09-26T01:57:57+02:00;;;;
4011;;OUI;;30;6;2;4;OUI;OUI;2026-09-26T01:59:30+02:00;;;;
12041;;OUI;;35;25;13;12;OUI;OUI;2026-09-26T01:59:24+02:00;;;;
7013;;OUI;;17;24;24;0;OUI;OUI;2026-09-26T01:57:28+02:00;;;;
21311;;OUI;;4;50;46;4;OUI;OUI;2026-09-26T01:59:26+02:00;;;;
10207;;OUI;;20;3;1;2;OUI;OUI;2026-09-26T01:57:28+02:00;;;;
32018;;OUI;;20;4;0;4;OUI;OUI;2026-09-26T01:58:51+02:00;;;;
20202;;OUI;;11;20;0;20;OUI;OUI;2026-09-26T01:57:25+02:00;;;;
11034;;OUI;;19;29;24;5;OUI;OUI;2026-09-26T01:59:20+02:00;;;;
9012;;OUI;;41;1;0;1;OUI;OUI;2026-09-26T01:58:59+02:00;;;;
15020;;OUI;;1;45;42;3;OUI;OUI;2026-09-26T01:58:08+02:00;;;;
15061;;OUI;;6;15;10;5;OUI;OUI;2026-09-26T01:57:04+02:00;;;;
20017;;OUI;;19;8;3;5;OUI;OUI;2026-09-26T01:57:22+02:00;;;;
11019;;OUI;;16;16;7;9;OUI;OUI;2026-09-26T01:59:06+02:00;;;;
15063;;OUI;;17;6;2;4;OUI;OUI;2026-09-26T01:58:22+02:00;;;;
17045;;OUI;;45;1;1;0;NON;NON;2026-09-26T01:49:56+02:00;;;;
6014;;OUI;;21;2;0;2;OUI;OUI;2026-09-26T01:51:29+02:00;;;;
31018;;OUI;;11;22;10;12;OUI;OUI;2026-09-26T01:59:00+02:00;;;;
7026;;OUI;;21;4;2;2;OUI;OUI;2026-09-26T01:59:23+02:00;;;;
33005;;OUI;;11;20;8;12;OUI;OUI;2026-09-26T01:58:04+02:00;;;;
2110;;OUI;;27;1;0;1;OUI;OUI;2026-09-26T01:59:30+02:00;;;;
8056;;OUI;;29;0;0;0;NON;NON;2026-09-26T01:57:28+02:00;;;;
1016;;OUI;;24;1;1;0;OUI;OUI;2026-09-26T01:58:54+02:00;;;;
2021;;OUI;;46;10;10;0;OUI;OUI;2026-09-26T01:56:04+02:00;;;;
8015;;OUI;;53;0;0;0;NON;NON;2026-09-26T01:59:09+02:00;;;;
8105;;OUI;;31;0;0;0;NON;NON;2026-09-26T01:53:29+02:00;;;;
11107;;OUI;;2;42;41;1;OUI;OUI;2026-09-26T01:59:34+02:00;;;;
20103;;OUI;;22;3;0;3;OUI;OUI;2026-09-26T01:56:25+02:00;;;;
2014;;OUI;;25;6;5;1;OUI;OUI;2026-09-26T01:50:15+02:00;;;;
4109;;OUI;;3;12;12;0;OUI;OUI;2026-09-26T01:59:15+02:00;;;;
3101;;OUI;;22;6;6;0;OUI;OUI;2026-09-26T01:59:09+02:00;;;;
8029;;OUI;;57;0;0;0;NON;NON;2026-09-26T01:53:15+02:00;;;;
8049;;OUI;;22;0;0;0;NON;NON;2026-09-26T01:58:12+02:00;;;;
11048;;OUI;;15;28;27;1;OUI;OUI;2026-09-26T01:59:34+02:00;;;;
2101;;OUI;;29;4;2;2;OUI;OUI;2026-09-26T01:56:59+02:00;;;;
22017;;OUI;;13;12;11;1;OUI;OUI;2026-09-26T01:59:13+02:00;;;;
19021;;OUI;;12;14;5;9;OUI;OUI;2026-09-26T01:59:26+02:00;;;;
17104;;OUI;;13;6;3;3;OUI;OUI;2026-09-26T01:53:12+02:00;;;;
21004;;OUI;;10;21;14;7;OUI;OUI;2026-09-26T01:59:12+02:00;;;;
22002;;OUI;;6;19;11;8;OUI;OUI;2026-09-26T01:55:54+02:00;;;;
35008;;OUI;;14;16;1;15;OUI;OUI;2026-09-26T01:58:54+02:00;;;;
20045;;OUI;;11;18;15;3;OUI;OUI;2026-09-26T01:50:04+02:00;;;;
5030;;OUI;;66;3;1;2;OUI;OUI;2026-09-26T01:58:49+02:00;;;;
21952;;OUI;;17;25;14;11;OUI;OUI;2026-09-26T01:57:46+02:00;;;;
1013;;OUI;;62;3;2;1;OUI;OUI;2026-09-26T01:58:31+02:00;;;;
12507;;OUI;;97;3;2;1;NON;NON;2025-11-13T17:03:03+01:00;;;;
12153;;OUI;;26;29;28;1;OUI;OUI;2026-09-26T01:58:28+02:00;;;;
11110;;OUI;;41;10;6;4;OUI;OUI;2026-09-26T01:59:35+02:00;;;;
17005;;OUI;;46;6;4;2;OUI;OUI;2026-09-26T01:56:15+02:00;;;;
18142;;OUI;;21;8;2;6;OUI;OUI;2026-09-26T01:59:04+02:00;;;;
18035;;OUI;;22;14;8;6;OUI;OUI;2026-09-26T01:55:54+02:00;;;;
13110;;OUI;;19;3;1;2;OUI;OUI;2026-09-26T01:59:28+02:00;;;;
15009;;OUI;;21;25;17;8;OUI;OUI;2026-09-26T01:59:33+02:00;;;;
23005;;OUI;;8;16;11;5;OUI;OUI;2026-09-26T01:57:20+02:00;;;;
21120;;OUI;;17;12;10;2;OUI;OUI;2026-09-26T01:57:36+02:00;;;;
48009;;OUI;;10;20;5;15;OUI;OUI;2026-09-26T01:58:40+02:00;;;;
14125;;OUI;;9;13;4;9;OUI;OUI;2026-09-26T01:58:55+02:00;;;;
42011;;OUI;;0;29;17;12;OUI;OUI;2026-09-26T01:59:07+02:00;;;;
9013;;OUI;;20;3;3;0;OUI;OUI;2026-09-26T01:52:22+02:00;;;;
18114;;OUI;;23;0;0;0;OUI;OUI;2026-09-26T01:58:27+02:00;;;;
21017;;OUI;;35;19;19;0;OUI;OUI;2026-09-26T01:58:56+02:00;;;;
21951;;OUI;;6;15;14;1;OUI;OUI;2026-09-26T01:56:17+02:00;;;;
22103;;OUI;;18;6;3;3;OUI;OUI;2026-09-26T01:57:19+02:00;;;;
19036;;OUI;;14;18;14;4;OUI;OUI;2026-09-26T01:53:29+02:00;;;;
17001;;OUI;;38;12;4;8;OUI;OUI;2026-09-26T01:59:31+02:00;;;;
12129;;OUI;;27;6;3;3;OUI;OUI;2026-09-26T01:50:45+02:00;;;;
31707;;OUI;;37;10;3;7;OUI;OUI;2026-09-26T01:56:23+02:00;;;;
14113;;OUI;;35;3;1;2;OUI;OUI;2026-09-26T01:57:49+02:00;;;;
43203;;OUI;;14;3;1;2;OUI;OUI;2026-09-26T01:53:47+02:00;;;;
35015;;OUI;;9;10;3;7;OUI;OUI;2026-09-26T01:55:07+02:00;;;;
32021;;OUI;;48;17;3;14;OUI;OUI;2026-09-26T01:58:06+02:00;;;;
15019;;OUI;;23;14;11;3;OUI;OUI;2026-09-26T01:58:17+02:00;;;;
20004;;OUI;;8;8;4;4;OUI;OUI;2026-09-26T01:59:20+02:00;;;;
12150;;OUI;;4;22;20;2;OUI;OUI;2026-09-26T01:59:21+02:00;;;;
12125;;OUI;;29;19;8;11;OUI;OUI;2026-09-26T01:57:22+02:00;;;;
5034;;OUI;;26;42;39;3;OUI;OUI;2026-09-26T01:58:22+02:00;;;;
19025;;OUI;;16;5;0;5;OUI;OUI;2026-09-26T01:58:54+02:00;;;;
16003;;OUI;;27;2;0;2;OUI;OUI;2026-09-26T01:58:43+02:00;;;;
19208;;OUI;;5;11;10;1;OUI;OUI;2026-09-26T01:50:32+02:00;;;;
10110;;OUI;;28;2;1;1;OUI;OUI;2026-09-26T01:52:26+02:00;;;;
32012;;OUI;;48;15;9;6;OUI;OUI;2026-09-26T01:58:07+02:00;;;;
21307;;OUI;;0;29;26;3;OUI;OUI;2026-09-26T01:55:12+02:00;;;;
42304;;OUI;;2;20;14;6;OUI;OUI;2026-09-26T01:57:34+02:00;;;;
44002;;OUI;;3;21;16;5;OUI;OUI;2026-09-26T01:59:04+02:00;;;;
15123;;OUI;;26;18;17;1;OUI;OUI;2026-09-26T01:59:05+02:00;;;;
13039;;OUI;;15;3;2;1;OUI;OUI;2026-09-26T01:59:02+02:00;;;;
21030;;OUI;;0;20;17;3;OUI;OUI;2026-09-26T01:52:01+02:00;;;;
21031;;OUI;;6;34;30;4;OUI;OUI;2026-09-26T01:59:35+02:00;;;;
15043;;OUI;;5;6;0;6;OUI;OUI;2026-09-26T01:58:39+02:00;;;;
17039;;OUI;;28;9;8;1;OUI;OUI;2026-09-26T01:59:24+02:00;;;;
22604;;OUI;;26;8;0;8;OUI;OUI;2026-09-26T01:58:47+02:00;;;;
42305;;OUI;;9;10;6;4;OUI;OUI;2026-09-26T01:59:26+02:00;;;;
11032;;OUI;;20;27;22;5;OUI;OUI;2026-09-26T01:59:32+02:00;;;;
16101;;OUI;;25;1;1;0;OUI;OUI;2026-09-26T01:56:19+02:00;;;;
8001;;OUI;;46;0;0;0;NON;NON;2026-09-26T01:56:35+02:00;;;;
13121;;OUI;;2;44;43;1;OUI;OUI;2026-09-26T01:59:02+02:00;;;;
10012;;OUI;;14;11;10;1;OUI;OUI;2026-09-26T01:56:10+02:00;;;;
13048;;OUI;;1;27;19;8;OUI;OUI;2026-09-26T01:58:58+02:00;;;;
21028;;OUI;;16;19;13;6;OUI;OUI;2026-09-26T01:59:22+02:00;;;;
8549;;OUI;;24;0;0;0;NON;NON;2026-09-26T01:51:44+02:00;;;;
10018;;OUI;;27;2;2;0;OUI;OUI;2026-09-26T01:55:11+02:00;;;;
32301;;OUI;;2;14;6;8;OUI;OUI;2026-09-26T01:56:35+02:00;;;;
21219;;OUI;;33;3;1;2;OUI;OUI;2026-09-26T01:57:53+02:00;;;;
4003;;OUI;;21;0;0;0;OUI;OUI;2026-09-26T01:58:10+02:00;;;;
23902;;OUI;;25;18;10;8;OUI;OUI;2026-09-26T01:56:11+02:00;;;;
16020;;OUI;;33;3;1;2;OUI;OUI;2026-09-26T01:55:40+02:00;;;;
17015;;OUI;;33;9;3;6;OUI;OUI;2026-09-26T01:57:04+02:00;;;;
22501;;OUI;;3;15;8;7;OUI;OUI;2026-09-26T01:59:00+02:00;;;;
42003;;OUI;;1;27;20;7;OUI;OUI;2026-09-26T01:58:28+02:00;;;;
4001;;OUI;;11;3;3;0;OUI;OUI;2026-09-26T01:58:28+02:00;;;;
40009;;OUI;;26;4;0;4;OUI;OUI;2026-09-26T01:54:47+02:00;;;;
12043;;OUI;;13;27;24;3;OUI;OUI;2026-09-26T01:58:34+02:00;;;;
23003;;OUI;;11;15;8;7;OUI;OUI;2026-09-26T01:58:38+02:00;;;;
17023;;OUI;;21;14;10;4;OUI;OUI;2026-09-26T01:58:38+02:00;;;;
19108;;OUI;;27;8;3;5;OUI;OUI;2026-09-26T01:59:35+02:00;;;;
17003;;OUI;;28;17;7;10;OUI;OUI;2026-09-26T01:59:32+02:00;;;;
42501;;OUI;;17;11;7;4;OUI;OUI;2026-09-26T01:58:15+02:00;;;;
13109;;OUI;;1;19;18;1;OUI;OUI;2026-09-26T01:56:54+02:00;;;;
22206;;OUI;;18;12;3;9;OUI;OUI;2026-09-26T01:58:38+02:00;;;;
21217;;OUI;;23;3;1;2;OUI;OUI;2026-09-26T01:51:28+02:00;;;;
9114;;OUI;;11;15;5;10;OUI;OUI;2026-09-26T01:59:10+02:00;;;;
16011;;OUI;;35;5;5;0;OUI;OUI;2026-09-26T01:53:40+02:00;;;;
12007;;OUI;;8;37;36;1;OUI;OUI;2026-09-26T01:59:28+02:00;;;;
25001;;OUI;;29;2;1;1;OUI;OUI;2026-09-26T01:52:39+02:00;;;;
47001;;OUI;;3;42;30;12;OUI;OUI;2026-09-26T01:58:03+02:00;;;;
44101;;OUI;;1;38;30;8;OUI;OUI;2026-09-26T01:58:36+02:00;;;;
14010;;OUI;;26;13;4;9;OUI;OUI;2026-09-26T01:58:07+02:00;;;;
43001;;OUI;;7;14;5;9;OUI;OUI;2026-09-26T01:56:07+02:00;;;;
22303;;OUI;;17;10;2;8;OUI;OUI;2026-09-26T01:58:56+02:00;;;;
15057;;OUI;;36;3;2;1;OUI;OUI;2026-09-26T01:57:11+02:00;;;;
23010;;OUI;;17;10;4;6;OUI;OUI;2026-09-26T01:59:10+02:00;;;;
18007;;OUI;;17;2;1;1;OUI;OUI;2026-09-26T01:58:55+02:00;;;;
19128;;OUI;;25;5;4;1;OUI;OUI;2026-09-26T01:50:47+02:00;;;;
13044;;OUI;;23;12;6;6;OUI;OUI;2026-09-26T01:59:09+02:00;;;;
5012;;OUI;;14;1;0;1;OUI;OUI;2026-09-26T01:59:20+02:00;;;;
11017;;OUI;;31;16;13;3;OUI;OUI;2026-09-26T01:59:19+02:00;;;;
21306;;OUI;;46;14;11;3;OUI;OUI;2026-09-26T01:58:28+02:00;;;;
1021;;OUI;;18;2;0;2;OUI;OUI;2026-09-26T01:57:46+02:00;;;;
33015;;OUI;;8;20;8;12;OUI;OUI;2026-09-26T01:54:48+02:00;;;;
41205;;OUI;;3;17;0;17;OUI;OUI;2026-09-26T01:58:11+02:00;;;;
22015;;OUI;;6;16;14;2;OUI;OUI;2026-09-26T01:57:34+02:00;;;;
12018;;OUI;;28;6;3;3;OUI;OUI;2026-09-26T01:55:57+02:00;;;;
17119;;OUI;;20;12;3;9;OUI;OUI;2026-09-26T01:57:10+02:00;;;;
32601;;OUI;;30;8;0;8;OUI;OUI;2026-09-26T01:57:41+02:00;;;;
15071;;OUI;;14;9;7;2;OUI;OUI;2026-09-26T01:54:21+02:00;;;;
6012;;OUI;;16;1;0;1;OUI;OUI;2026-09-26T01:57:25+02:00;;;;
44016;;OUI;;0;26;13;13;OUI;OUI;2026-09-26T01:58:12+02:00;;;;
15311;;OUI;;24;6;6;0;OUI;OUI;2026-09-26T01:57:31+02:00;;;;
8201;;OUI;;26;2;0;2;OUI;OUI;2026-09-26T01:51:21+02:00;;;;
46003;;OUI;;22;2;1;1;OUI;OUI;2026-09-26T01:59:31+02:00;;;;
17111;;OUI;;20;4;4;0;OUI;OUI;2026-09-26T01:59:08+02:00;;;;
9102;;OUI;;22;3;0;3;OUI;OUI;2026-09-26T01:58:51+02:00;;;;
9006;;OUI;;11;1;0;1;OUI;OUI;2026-09-26T01:59:06+02:00;;;;
7202;;OUI;;30;1;0;1;NON;NON;2026-09-26T01:57:43+02:00;;;;
18030;;OUI;;10;26;14;12;OUI;OUI;2026-09-26T01:59:09+02:00;;;;
12005;;OUI;;2;40;36;4;OUI;OUI;2026-09-26T01:59:05+02:00;;;;
12155;;OUI;;13;28;25;3;OUI;OUI;2026-09-26T01:59:16+02:00;;;;
9011;;OUI;;14;5;4;1;OUI;OUI;2026-09-26T01:58:34+02:00;;;;
